# shape:
# 81 61
# lat  lon  height  topo  gravity  disturbance  topo_effect  bouguer  sediment_effect  moho_anomaly
-3.500000000000000000e+01 3.000000000000000000e+02 1.000000000000000000e+04 4.600000000000000000e+01 9.766747309569281060e+05 2.023786003061104566e+01 -2.596935250605311651e+01 4.620721253666415862e+01 -3.480641673542937298e+01 8.101362927209353870e+01
-3.500000000000000000e+01 3.010000000000000000e+02 1.000000000000000000e+04 3.700000000000000000e+01 9.766664769571670331e+05 1.198386026953812689e+01 -2.794226495083594486e+01 3.992612522037407530e+01 -3.812073139130312427e+01 7.804685661167719957e+01
-3.500000000000000000e+01 3.020000000000000000e+02 1.000000000000000000e+04 2.500000000000000000e+01 9.766692467494845623e+05 1.475365258706733584e+01 -3.010871482166846391e+01 4.486236740873579976e+01 -3.556634856201970507e+01 8.042871597075550483e+01
-3.500000000000000000e+01 3.030000000000000000e+02 1.000000000000000000e+04 -1.000000000000000000e+00 9.766693283328006510e+05 1.483523590315598994e+01 -3.358540810878865557e+01 4.842064401194464551e+01 -3.182981040478339807e+01 8.025045441672804714e+01
-3.500000000000000000e+01 3.040000000000000000e+02 1.000000000000000000e+04 -7.000000000000000000e+00 9.766701416812238749e+05 1.564858432637993246e+01 -3.544452315371556494e+01 5.109310748009549741e+01 -3.043148021732464414e+01 8.152458769742014510e+01
-3.500000000000000000e+01 3.050000000000000000e+02 1.000000000000000000e+04 -1.800000000000000000e+01 9.766720384276878322e+05 1.754533079033717513e+01 -3.795849188878066371e+01 5.550382267911783885e+01 -2.763908123230189773e+01 8.314290391141973657e+01
-3.500000000000000000e+01 3.060000000000000000e+02 1.000000000000000000e+04 -3.200000000000000000e+01 9.766607995144465240e+05 6.306417549028992653e+00 -4.209417752423436809e+01 4.840059507326336075e+01 -3.374629540225052438e+01 8.214689047551388512e+01
-3.500000000000000000e+01 3.070000000000000000e+02 1.000000000000000000e+04 -4.800000000000000000e+01 9.766751984684978379e+05 2.070537160034291446e+01 -5.062253396325099430e+01 7.132790556359390166e+01 -6.269338347973408787e+01 1.340212890433279824e+02
-3.500000000000000000e+01 3.080000000000000000e+02 1.000000000000000000e+04 -1.148000000000000000e+03 9.766876229092950234e+05 3.312981239752843976e+01 -1.234038290753483977e+02 1.565336414728768375e+02 -1.038708559216047007e+02 2.604044973944815524e+02
-3.500000000000000000e+01 3.090000000000000000e+02 1.000000000000000000e+04 -2.714000000000000000e+03 9.766467611252545612e+05 -7.731971642933785915e+00 -2.209898777080252898e+02 2.132579060650915039e+02 -1.212328511253209200e+02 3.344907571904124097e+02
-3.500000000000000000e+01 3.100000000000000000e+02 1.000000000000000000e+04 -3.661000000000000000e+03 9.766403603424192406e+05 -1.413275447825435549e+01 -2.836179603952585353e+02 2.694852059170041798e+02 -1.132330547487260191e+02 3.827182606657302131e+02
-3.500000000000000000e+01 3.110000000000000000e+02 1.000000000000000000e+04 -4.316000000000000000e+03 9.766233522988072364e+05 -3.114079809025861323e+01 -3.270384775055708246e+02 2.958976794153122114e+02 -9.783789422847013384e+01 3.937355736437823452e+02
-3.500000000000000000e+01 3.120000000000000000e+02 1.000000000000000000e+04 -4.697000000000000000e+03 9.766193430806173710e+05 -3.515001628012396395e+01 -3.535889111100473201e+02 3.184388948299233562e+02 -8.493842056286386821e+01 4.033773153927872386e+02
-3.500000000000000000e+01 3.130000000000000000e+02 1.000000000000000000e+04 -4.815000000000000000e+03 9.766243542031558463e+05 -3.013889374164864421e+01 -3.644401706981187772e+02 3.343012769564701330e+02 -8.096516490683536915e+01 4.152664418633054879e+02
-3.500000000000000000e+01 3.140000000000000000e+02 1.000000000000000000e+04 -4.755000000000000000e+03 9.766414622749655973e+05 -1.303082193189766258e+01 -3.645156578766897155e+02 3.514848359447920529e+02 -8.236850824991140030e+01 4.338533441947034817e+02
-3.500000000000000000e+01 3.150000000000000000e+02 1.000000000000000000e+04 -4.854000000000000000e+03 9.766345104167197132e+05 -1.998268017778173089e+01 -3.708203631638809270e+02 3.508376829860991961e+02 -8.073033649410669454e+01 4.315680194802058622e+02
-3.500000000000000000e+01 3.160000000000000000e+02 1.000000000000000000e+04 -4.867000000000000000e+03 9.766397754147547530e+05 -1.471768214274197817e+01 -3.724816113033650140e+02 3.577639291606230358e+02 -7.197116641767591716e+01 4.297350955782989672e+02
-3.500000000000000000e+01 3.170000000000000000e+02 1.000000000000000000e+04 -4.819000000000000000e+03 9.766337170258440310e+05 -2.077607105346396565e+01 -3.706655439589380308e+02 3.498894729054740651e+02 -6.510854785698494140e+01 4.149980207624590207e+02
-3.500000000000000000e+01 3.180000000000000000e+02 1.000000000000000000e+04 -4.777000000000000000e+03 9.766343669258164009e+05 -2.012617108109407127e+01 -3.688921927232755706e+02 3.487660216421814994e+02 -6.053281685273718438e+01 4.092988384949186980e+02
-3.500000000000000000e+01 3.190000000000000000e+02 1.000000000000000000e+04 -4.771000000000000000e+03 9.766343091837305110e+05 -2.018391316698398441e+01 -3.688848347734710842e+02 3.487009216064870998e+02 -5.467524894396556334e+01 4.033761705504526844e+02
-3.500000000000000000e+01 3.200000000000000000e+02 1.000000000000000000e+04 -4.859000000000000000e+03 9.766436662557502277e+05 -1.082684114726725966e+01 -3.729228479296401133e+02 3.620960067823728536e+02 -4.872456684796843973e+01 4.108205736303413005e+02
-3.500000000000000000e+01 3.210000000000000000e+02 1.000000000000000000e+04 -4.900000000000000000e+03 9.766312633037653286e+05 -2.322979313216637820e+01 -3.733821032668959674e+02 3.501523101347295892e+02 -4.618984410840263877e+01 3.963421542431321996e+02
-3.500000000000000000e+01 3.220000000000000000e+02 1.000000000000000000e+04 -4.755000000000000000e+03 9.766404582201923477e+05 -1.403487670514732599e+01 -3.659557524687479031e+02 3.519208757636005771e+02 -4.469461822819898345e+01 3.966154939917995534e+02
-3.500000000000000000e+01 3.230000000000000000e+02 1.000000000000000000e+04 -4.581000000000000000e+03 9.766407528113129083e+05 -1.374028558458667248e+01 -3.565144421357650231e+02 3.427741565511783506e+02 -4.119220158686773203e+01 3.839663581380460755e+02
-3.500000000000000000e+01 3.240000000000000000e+02 1.000000000000000000e+04 -4.719000000000000000e+03 9.766442987458272837e+05 -1.019435107021126896e+01 -3.605639819906829189e+02 3.503696309204716499e+02 -3.609706814110525386e+01 3.864666990615768896e+02
-3.500000000000000000e+01 3.250000000000000000e+02 1.000000000000000000e+04 -4.446000000000000000e+03 9.766373815046829404e+05 -1.711159221455454826e+01 -3.447857615630195482e+02 3.276741693484650000e+02 -3.200943251286331304e+01 3.596836018613283272e+02
-3.500000000000000000e+01 3.260000000000000000e+02 1.000000000000000000e+04 -4.400000000000000000e+03 9.766480305359998019e+05 -6.462560897693037987e+00 -3.396497909487661104e+02 3.331872300510730724e+02 -2.989086684332018606e+01 3.630780968943932407e+02
-3.500000000000000000e+01 3.270000000000000000e+02 1.000000000000000000e+04 -4.560000000000000000e+03 9.766420379917969694e+05 -1.245510510052554309e+01 -3.430054302127963979e+02 3.305503251122708548e+02 -2.752124992214033483e+01 3.580715750344111825e+02
-3.500000000000000000e+01 3.280000000000000000e+02 1.000000000000000000e+04 -4.415000000000000000e+03 9.766496299624289386e+05 -4.863134468556381762e+00 -3.304414496291831256e+02 3.255783151606267438e+02 -2.492973252754176983e+01 3.505080476881685172e+02
-3.500000000000000000e+01 3.290000000000000000e+02 1.000000000000000000e+04 -3.720000000000000000e+03 9.766784346540411934e+05 2.394155714369844645e+01 -2.880224272013796849e+02 3.119639843450781314e+02 -2.190909559383622707e+01 3.338730799389143726e+02
-3.500000000000000000e+01 3.300000000000000000e+02 1.000000000000000000e+04 -3.435000000000000000e+03 9.766746501980705652e+05 2.015710117307025939e+01 -2.562144434548767435e+02 2.763715446279470029e+02 -1.349680006485145611e+01 2.898683446927984733e+02
-3.400000000000000000e+01 2.700000000000000000e+02 1.000000000000000000e+04 -3.889000000000000000e+03 9.765574717821342638e+05 -1.258818058366887271e+01 -2.776191726735015664e+02 2.650309920898326936e+02 -3.947908701372036422e+00 2.689789007912047509e+02
-3.400000000000000000e+01 2.710000000000000000e+02 1.000000000000000000e+04 -3.971000000000000000e+03 9.765681670706840232e+05 -1.892892033909447491e+00 -2.975206019955853094e+02 2.956277099616758619e+02 -4.025322525029225496e+00 2.996530324867051149e+02
-3.400000000000000000e+01 2.720000000000000000e+02 1.000000000000000000e+04 -3.987000000000000000e+03 9.765614986471397569e+05 -8.561315578175708652e+00 -3.016551130030188688e+02 2.930937974248431601e+02 -4.106192975923568689e+00 2.971999904007667510e+02
-3.400000000000000000e+01 2.730000000000000000e+02 1.000000000000000000e+04 -3.767000000000000000e+03 9.765664178686423693e+05 -3.642094075563363731e+00 -2.919922346867251690e+02 2.883501406111618053e+02 -4.190942562156015683e+00 2.925410831733178156e+02
-3.400000000000000000e+01 2.740000000000000000e+02 1.000000000000000000e+04 -3.888000000000000000e+03 9.765564796913004247e+05 -1.358027141750790179e+01 -3.006363396541950692e+02 2.870560682366871674e+02 -4.280189222167783747e+00 2.913362574588549592e+02
-3.400000000000000000e+01 2.750000000000000000e+02 1.000000000000000000e+04 -3.889000000000000000e+03 9.765657742999218171e+05 -4.285662796115502715e+00 -3.022724630325166117e+02 2.979868002364011090e+02 -4.374916404214441279e+00 3.023617166406155548e+02
-3.400000000000000000e+01 2.760000000000000000e+02 1.000000000000000000e+04 -3.998000000000000000e+03 9.765633526019600686e+05 -6.707360757864080369e+00 -3.085807582790935726e+02 3.018733975212294922e+02 -4.476971259497246614e+00 3.063503687807267397e+02
-3.400000000000000000e+01 2.770000000000000000e+02 1.000000000000000000e+04 -3.910000000000000000e+03 9.765721404154656921e+05 2.080452747759409249e+00 -3.032015797969588675e+02 3.052820325447182768e+02 -4.591312017943780077e+00 3.098733445626620551e+02
-3.400000000000000000e+01 2.780000000000000000e+02 1.000000000000000000e+04 -3.392000000000000000e+03 9.765689505842722720e+05 -1.109378445660695434e+00 -2.770811464977239211e+02 2.759717680520632257e+02 -4.862039348213825107e+00 2.808338074002770668e+02
-3.400000000000000000e+01 2.790000000000000000e+02 1.000000000000000000e+04 -3.656000000000000000e+03 9.765841309378780425e+05 1.407097516010981053e+01 -2.907382240919284868e+02 3.048091992520382973e+02 -5.001027183348963234e+00 3.098102264353872783e+02
-3.400000000000000000e+01 2.800000000000000000e+02 1.000000000000000000e+04 -3.907000000000000000e+03 9.765765281687666429e+05 6.468206048710271716e+00 -3.033680074587830973e+02 3.098362135074933690e+02 -5.173876500044499060e+00 3.150100900075378831e+02
-3.400000000000000000e+01 2.810000000000000000e+02 1.000000000000000000e+04 -3.182000000000000000e+03 9.765951778874798911e+05 2.511792476195842028e+01 -2.690039769593446977e+02 2.941219017213031179e+02 -5.976200907346410851e+00 3.000981026286495421e+02
-3.400000000000000000e+01 2.820000000000000000e+02 1.000000000000000000e+04 -4.167000000000000000e+03 9.765702950095609995e+05 2.350468430668115616e-01 -3.180169698351106149e+02 3.182520166781774265e+02 -6.890549512873393567e+00 3.251425661910508325e+02
-3.400000000000000000e+01 2.830000000000000000e+02 1.000000000000000000e+04 -4.165000000000000000e+03 9.765684601884511067e+05 -1.599774266825988889e+00 -3.188700625081477256e+02 3.172702882413217367e+02 -7.758637750762414242e+00 3.250289259920841687e+02
-3.400000000000000000e+01 2.840000000000000000e+02 1.000000000000000000e+04 -4.138000000000000000e+03 9.765834345815564739e+05 1.337461883854120970e+01 -3.166018711135226908e+02 3.299764899520639005e+02 -8.740665089076969707e+00 3.387171550411408703e+02
-3.400000000000000000e+01 2.850000000000000000e+02 1.000000000000000000e+04 -4.159000000000000000e+03 9.765887296897403430e+05 1.866972702241037041e+01 -3.144696761428670584e+02 3.331394031652774288e+02 -9.839878688648436622e+00 3.429792818539258406e+02
-3.400000000000000000e+01 2.860000000000000000e+02 1.000000000000000000e+04 -3.795000000000000000e+03 9.765912773640782107e+05 2.121740136027801782e+01 -2.925602885144055563e+02 3.137776898746835741e+02 -1.323119266391993065e+01 3.270088825386035296e+02
-3.400000000000000000e+01 2.870000000000000000e+02 1.000000000000000000e+04 -5.083000000000000000e+03 9.764679527641048189e+05 -1.021071986131137237e+02 -3.360324068095842449e+02 2.339252081964705212e+02 -1.999868888612056139e+01 2.539238970825910826e+02
-3.400000000000000000e+01 2.880000000000000000e+02 1.000000000000000000e+04 -1.020000000000000000e+02 9.766034129677026067e+05 3.335300498467404395e+01 -5.530617114830126724e+01 8.865917613297531830e+01 -1.786130387640782757e+01 1.065204800093831494e+02
-3.400000000000000000e+01 2.890000000000000000e+02 1.000000000000000000e+04 7.820000000000000000e+02 9.766047286301009590e+05 3.466866738302633166e+01 5.477613008078817813e+01 -2.010746269776184647e+01 -1.165391144291375269e+01 -8.453551254848093777e+00
-3.400000000000000000e+01 2.900000000000000000e+02 1.000000000000000000e+04 2.790000000000000000e+03 9.766961125051798299e+05 1.260525424618972465e+02 2.589860995157129651e+02 -1.329335570538157185e+02 -2.374325154801677229e+01 -1.091903055057989462e+02
-3.400000000000000000e+01 2.910000000000000000e+02 1.000000000000000000e+04 1.173000000000000000e+03 9.765948616195764625e+05 2.480165685852989554e+01 1.035797567316539443e+02 -7.877809987312404871e+01 -3.843862797307457413e+01 -4.033947190004947458e+01
-3.400000000000000000e+01 2.920000000000000000e+02 1.000000000000000000e+04 5.980000000000000000e+02 9.765747125511234626e+05 4.652588405529968441e+00 4.100800837056547721e+01 -3.635541996503550877e+01 -3.569274848887715024e+01 -6.626714761583585300e-01
-3.400000000000000000e+01 2.930000000000000000e+02 1.000000000000000000e+04 4.250000000000000000e+02 9.765785574748876970e+05 8.497512169764377177e+00 2.195001307429496151e+01 -1.345250090453058434e+01 -2.609140506349336164e+01 1.263890415896277730e+01
-3.400000000000000000e+01 2.940000000000000000e+02 1.000000000000000000e+04 5.880000000000000000e+02 9.765946761697481852e+05 2.461620703025255352e+01 3.610931450889744099e+01 -1.149310747864488746e+01 -2.322963086404392286e+01 1.173652338539903539e+01
-3.400000000000000000e+01 2.950000000000000000e+02 1.000000000000000000e+04 3.520000000000000000e+02 9.765851581970533589e+05 1.509823433542624116e+01 1.307178707694919773e+01 2.026447258477043434e+00 -2.229471291135449107e+01 2.432116016983153628e+01
-3.400000000000000000e+01 2.960000000000000000e+02 1.000000000000000000e+04 1.860000000000000000e+02 9.765984381548357196e+05 2.837819211778696626e+01 -6.009410568377336226e+00 3.438760268616429983e+01 -2.423259344499385293e+01 5.862019613115815275e+01
-3.400000000000000000e+01 2.970000000000000000e+02 1.000000000000000000e+04 1.310000000000000000e+02 9.765814666655311594e+05 1.140670281322672963e+01 -1.362044501833412902e+01 2.502714783156086042e+01 -3.014912519146248826e+01 5.517627302302334869e+01
-3.400000000000000000e+01 2.980000000000000000e+02 1.000000000000000000e+04 1.160000000000000000e+02 9.765806055473719025e+05 1.054558465396985412e+01 -1.652071258573755941e+01 2.706629723970741352e+01 -3.055003793684921121e+01 5.761633517655662473e+01
-3.400000000000000000e+01 2.990000000000000000e+02 1.000000000000000000e+04 7.000000000000000000e+01 9.765768754466077080e+05 6.815483889775350690e+00 -2.188424985390677335e+01 2.869973374368212404e+01 -3.072485017435670329e+01 5.942458391803882733e+01
-3.400000000000000000e+01 3.000000000000000000e+02 1.000000000000000000e+04 5.600000000000000000e+01 9.765863521758085117e+05 1.629221309057902545e+01 -2.438792290557358911e+01 4.068013599615261455e+01 -2.635532812341324060e+01 6.703546411956585871e+01
-3.400000000000000000e+01 3.010000000000000000e+02 1.000000000000000000e+04 2.000000000000000000e+00 9.765824569441340864e+05 1.239698141615372151e+01 -3.000172934841840444e+01 4.239871076457212951e+01 -1.889217638876025518e+01 6.129088715333238468e+01
-3.400000000000000000e+01 3.020000000000000000e+02 1.000000000000000000e+04 5.800000000000000000e+01 9.765840324187891092e+05 1.397245607117656618e+01 -2.568628666452832121e+01 3.965874273570489095e+01 -1.552920165653408091e+01 5.518794439223897541e+01
-3.400000000000000000e+01 3.030000000000000000e+02 1.000000000000000000e+04 1.230000000000000000e+02 9.765974084598897025e+05 2.734849717176984996e+01 -2.051494350438128578e+01 4.786344067615113573e+01 -1.531457026971949986e+01 6.317801094587063915e+01
-3.400000000000000000e+01 3.040000000000000000e+02 1.000000000000000000e+04 9.600000000000000000e+01 9.766003467385211261e+05 3.028677580319344997e+01 -2.343784350722570053e+01 5.372461931041915051e+01 -1.585678351789064244e+01 6.958140282830979118e+01
-3.400000000000000000e+01 3.050000000000000000e+02 1.000000000000000000e+04 2.270000000000000000e+02 9.766088079251737799e+05 3.874796245584730059e+01 -1.307358081109418002e+01 5.182154326694148239e+01 -1.515070992167923691e+01 6.697225318862072641e+01
-3.400000000000000000e+01 3.060000000000000000e+02 1.000000000000000000e+04 1.170000000000000000e+02 9.766049141031871550e+05 3.485414046922232956e+01 -2.568316402879336025e+01 6.053730449801568625e+01 -2.242279145583585631e+01 8.296009595385154967e+01
-3.400000000000000000e+01 3.070000000000000000e+02 1.000000000000000000e+04 -1.900000000000000000e+01 9.765676577347179409e+05 -2.402227999991737306e+00 -4.151547203516463469e+01 3.911324403517289738e+01 -4.808412769774918161e+01 8.719737173292207899e+01
-3.400000000000000000e+01 3.080000000000000000e+02 1.000000000000000000e+04 -4.400000000000000000e+01 9.765977883823554730e+05 2.772841963754035532e+01 -5.230822086043929886e+01 8.003664049797964708e+01 -9.839225939197918080e+01 1.784288998899588137e+02
-3.400000000000000000e+01 3.090000000000000000e+02 1.000000000000000000e+04 -1.788000000000000000e+03 9.765888955047795316e+05 1.883554206159897149e+01 -1.577232948713258907e+02 1.765588369329248621e+02 -1.303998435102308804e+02 3.069586804431557425e+02
-3.400000000000000000e+01 3.100000000000000000e+02 1.000000000000000000e+04 -2.671000000000000000e+03 9.765647929274733178e+05 -5.267035244614817202e+00 -2.180599374986390160e+02 2.127929022540241988e+02 -1.266536782441713456e+02 3.394465804981955444e+02
-3.400000000000000000e+01 3.110000000000000000e+02 1.000000000000000000e+04 -3.181000000000000000e+03 9.765543539027560037e+05 -1.570605996192898601e+01 -2.573108159593303412e+02 2.416047559974013552e+02 -1.161724149843691407e+02 3.577771709817704959e+02
-3.400000000000000000e+01 3.120000000000000000e+02 1.000000000000000000e+04 -3.783000000000000000e+03 9.765571244595058961e+05 -1.293550321203656495e+01 -2.976012879484970313e+02 2.846657847364604663e+02 -1.075026463402147670e+02 3.921684310766752333e+02
-3.400000000000000000e+01 3.130000000000000000e+02 1.000000000000000000e+04 -4.340000000000000000e+03 9.765529101604201132e+05 -1.714980229781940579e+01 -3.323462833285990428e+02 3.151964810307796370e+02 -1.013235705103263342e+02 4.165200515411059996e+02
-3.400000000000000000e+01 3.140000000000000000e+02 1.000000000000000000e+04 -4.506000000000000000e+03 9.765518737821208779e+05 -1.818618059705477208e+01 -3.450956857559136211e+02 3.269095051588588490e+02 -9.633146670644819665e+01 4.232409718653070740e+02
-3.400000000000000000e+01 3.150000000000000000e+02 1.000000000000000000e+04 -4.482000000000000000e+03 9.765596282003709348e+05 -1.043176234699785709e+01 -3.466454509046917565e+02 3.362136885576938994e+02 -9.078806060232021480e+01 4.270017491600141284e+02
-3.400000000000000000e+01 3.160000000000000000e+02 1.000000000000000000e+04 -4.486000000000000000e+03 9.765548612658287166e+05 -1.519869688921608031e+01 -3.482666675161433432e+02 3.330679706269272629e+02 -7.943075972735245216e+01 4.124987303542797008e+02
-3.400000000000000000e+01 3.170000000000000000e+02 1.000000000000000000e+04 -4.496000000000000000e+03 9.765564653485585004e+05 -1.359461415943223983e+01 -3.499090752324114533e+02 3.363144610729792134e+02 -6.774804956159255198e+01 4.040625106345717654e+02
-3.400000000000000000e+01 3.180000000000000000e+02 1.000000000000000000e+04 -4.572000000000000000e+03 9.765547252169488929e+05 -1.533474576903972775e+01 -3.545989167264204980e+02 3.392641709573807702e+02 -5.941020739414214802e+01 3.986743783515229325e+02
-3.400000000000000000e+01 3.190000000000000000e+02 1.000000000000000000e+04 -4.640000000000000000e+03 9.765547952735068975e+05 -1.526468921103514731e+01 -3.587576352934922852e+02 3.434929460824571379e+02 -5.175613358020633825e+01 3.952490796626634619e+02
-3.400000000000000000e+01 3.200000000000000000e+02 1.000000000000000000e+04 -4.748000000000000000e+03 9.765558558349370724e+05 -1.420412778086028993e+01 -3.622887190754400990e+02 3.480845912945798091e+02 -4.463468994643368859e+01 3.927192812410135048e+02
-3.400000000000000000e+01 3.210000000000000000e+02 1.000000000000000000e+04 -3.632000000000000000e+03 9.765462530559176812e+05 -2.380690680025145411e+01 -3.071603473200651706e+02 2.833534405198137165e+02 -4.280796562735044830e+01 3.261614061471641435e+02
-3.400000000000000000e+01 3.220000000000000000e+02 1.000000000000000000e+04 -4.588000000000000000e+03 9.765622841488070553e+05 -7.775813910877332091e+00 -3.527882891398330116e+02 3.450124752289556795e+02 -4.371609827461025333e+01 3.887285735035659400e+02
-3.400000000000000000e+01 3.230000000000000000e+02 1.000000000000000000e+04 -4.707000000000000000e+03 9.765537785951051628e+05 -1.628136761276982725e+01 -3.589379648379579635e+02 3.426565972251881362e+02 -4.025963677928596951e+01 3.829162340044741200e+02
-3.400000000000000000e+01 3.240000000000000000e+02 1.000000000000000000e+04 -4.473000000000000000e+03 9.765593949621594511e+05 -1.066500055848155171e+01 -3.448654537324737817e+02 3.342004531739922299e+02 -3.425852825693094417e+01 3.684589814309231883e+02
-3.400000000000000000e+01 3.250000000000000000e+02 1.000000000000000000e+04 -4.305000000000000000e+03 9.765639341126283398e+05 -6.125850089592859149e+00 -3.337873179156787273e+02 3.276614678260858682e+02 -3.107504798558199610e+01 3.587365158116678572e+02
-3.400000000000000000e+01 3.260000000000000000e+02 1.000000000000000000e+04 -4.455000000000000000e+03 9.765581467088318896e+05 -1.191325388604309410e+01 -3.366807277227393342e+02 3.247674738366962401e+02 -2.961964701477351980e+01 3.543871208514697742e+02
-3.400000000000000000e+01 3.270000000000000000e+02 1.000000000000000000e+04 -3.301000000000000000e+03 9.765714016291589942e+05 1.341666441061533988e+00 -2.758473198390571497e+02 2.771889862801186837e+02 -2.849644206213016062e+01 3.056854283422488265e+02
-3.400000000000000000e+01 3.280000000000000000e+02 1.000000000000000000e+04 -3.519000000000000000e+03 9.765740642591635697e+05 4.004296445637010038e+00 -2.800480991747981534e+02 2.840523956204351634e+02 -2.698825893051174418e+01 3.110406545509468970e+02
-3.400000000000000000e+01 3.290000000000000000e+02 1.000000000000000000e+04 -3.281000000000000000e+03 9.765699439506797353e+05 -1.160120381973683834e-01 -2.601115146134104634e+02 2.599955025752130950e+02 -2.350460148263407589e+01 2.835001040578471816e+02
-3.400000000000000000e+01 3.300000000000000000e+02 1.000000000000000000e+04 -2.540000000000000000e+03 9.765664651836794801e+05 -3.594779038452543318e+00 -2.069141825602062568e+02 2.033194035217537134e+02 -1.426776143741389902e+01 2.175871649591676089e+02
-3.300000000000000000e+01 2.700000000000000000e+02 1.000000000000000000e+04 -3.627000000000000000e+03 9.764813136668670923e+05 -5.507620729622431099e+00 -2.628593834690972244e+02 2.573517627394747933e+02 -3.948747825210499052e+00 2.613005105646852826e+02
-3.300000000000000000e+01 2.710000000000000000e+02 1.000000000000000000e+04 -3.745000000000000000e+03 9.764821761986920610e+05 -4.645088904653675854e+00 -2.846794911286323781e+02 2.800344022239787023e+02 -4.026111094626983800e+00 2.840605133186056719e+02
-3.300000000000000000e+01 2.720000000000000000e+02 1.000000000000000000e+04 -3.770000000000000000e+03 9.764797305471948348e+05 -7.090740401879884303e+00 -2.899546782527967821e+02 2.828639378509168978e+02 -4.106650205499557060e+00 2.869705880564164318e+02
-3.300000000000000000e+01 2.730000000000000000e+02 1.000000000000000000e+04 -3.547000000000000000e+03 9.764777753468669252e+05 -9.045940729789435863e+00 -2.812735653999870920e+02 2.722276246701976561e+02 -4.190763991177712811e+00 2.764183886613753884e+02
-3.300000000000000000e+01 2.740000000000000000e+02 1.000000000000000000e+04 -3.988000000000000000e+03 9.764798853972670622e+05 -6.935890329652465880e+00 -3.044850049030279706e+02 2.975491145733755047e+02 -4.279221431231801098e+00 3.018283360046073085e+02
-3.300000000000000000e+01 2.750000000000000000e+02 1.000000000000000000e+04 -3.471000000000000000e+03 9.764842802770235576e+05 -2.541010573157109320e+00 -2.810414357265698868e+02 2.785004251534127775e+02 -4.373666068065681145e+00 2.828740912214784657e+02
-3.300000000000000000e+01 2.760000000000000000e+02 1.000000000000000000e+04 -3.913000000000000000e+03 9.764843031620932743e+05 -2.518125503440387547e+00 -3.032756769727375286e+02 3.007575514692971410e+02 -4.478888820622396238e+00 3.052364402899195284e+02
-3.300000000000000000e+01 2.770000000000000000e+02 1.000000000000000000e+04 -3.771000000000000000e+03 9.764825566133725224e+05 -4.264674224192276597e+00 -2.970929869784338280e+02 2.928283127542415514e+02 -4.740152901949715059e+00 2.975684656561912789e+02
-3.300000000000000000e+01 2.780000000000000000e+02 1.000000000000000000e+04 -3.816000000000000000e+03 9.764824272288093343e+05 -4.394058787380345166e+00 -2.991400948922989755e+02 2.947460361049186304e+02 -5.008789673505991580e+00 2.997548257784246175e+02
-3.300000000000000000e+01 2.790000000000000000e+02 1.000000000000000000e+04 -3.970000000000000000e+03 9.764810861053069821e+05 -5.735182289732620120e+00 -3.080525836843800107e+02 3.023174013946473906e+02 -5.144101991477122660e+00 3.074615033861244910e+02
-3.300000000000000000e+01 2.800000000000000000e+02 1.000000000000000000e+04 -4.107000000000000000e+03 9.764728053852911107e+05 -1.401590230560395867e+01 -3.156449880521650471e+02 3.016290857465610884e+02 -5.449953951472741309e+00 3.070790396980338528e+02
-3.300000000000000000e+01 2.810000000000000000e+02 1.000000000000000000e+04 -4.115000000000000000e+03 9.764750837366378400e+05 -1.173755095887463540e+01 -3.163072668311009465e+02 3.045697158722263111e+02 -5.936246585038623458e+00 3.105059624572649568e+02
-3.300000000000000000e+01 2.820000000000000000e+02 1.000000000000000000e+04 -4.331000000000000000e+03 9.764805670546252513e+05 -6.254232971463352442e+00 -3.277691212241276162e+02 3.215148882526642637e+02 -6.595642515583445054e+00 3.281105307682477132e+02
-3.300000000000000000e+01 2.830000000000000000e+02 1.000000000000000000e+04 -4.053000000000000000e+03 9.764857509982752381e+05 -1.070289321476593614e+00 -3.143620851683870114e+02 3.132917958469104178e+02 -7.351556650723430231e+00 3.206433524976338276e+02
-3.300000000000000000e+01 2.840000000000000000e+02 1.000000000000000000e+04 -4.354000000000000000e+03 9.764814755097875604e+05 -5.345777809154242277e+00 -3.281952085784607789e+02 3.228494307693065366e+02 -8.140260300961442042e+00 3.309896910702679520e+02
-3.300000000000000000e+01 2.850000000000000000e+02 1.000000000000000000e+04 -4.530000000000000000e+03 9.764892421555130277e+05 2.420867916313000023e+00 -3.319171084677778936e+02 3.343379763840908936e+02 -9.076721936405323987e+00 3.434146983204961998e+02
-3.300000000000000000e+01 2.860000000000000000e+02 1.000000000000000000e+04 -3.104000000000000000e+03 9.765251567742801271e+05 3.833548668341245502e+01 -2.582559439399335020e+02 2.965914306233459570e+02 -1.108160244085713231e+01 3.076730330642030822e+02
-3.300000000000000000e+01 2.870000000000000000e+02 1.000000000000000000e+04 -4.804000000000000000e+03 9.764069503497090191e+05 -7.987093788769561797e+01 -3.285264425351984983e+02 2.486555046475028803e+02 -1.605952135956527371e+01 2.647150260070681611e+02
-3.300000000000000000e+01 2.880000000000000000e+02 1.000000000000000000e+04 -1.519000000000000000e+03 9.764445439458283363e+05 -4.227734176837839186e+01 -1.353612262053589461e+02 9.308388443698055426e+01 -1.604705463369521823e+01 1.091309390706757654e+02
-3.300000000000000000e+01 2.890000000000000000e+02 1.000000000000000000e+04 1.210000000000000000e+03 9.765506971573869232e+05 6.387586979020852596e+01 9.450965816627761740e+01 -3.063378837606909144e+01 -1.188734375231083362e+01 -1.874644462375825782e+01
