# Generated by process-sam-gravity-data.ipynb on 17 January 2016 19:29:28 UTC
# shape (nlat, nlon):
# 41 31
# lat lon height sediment_free_bouguer
-52.00000 306.00000 50000.00000 274.15768
-52.00000 308.00000 50000.00000 288.55526
-52.00000 310.00000 50000.00000 287.15208
-52.00000 312.00000 50000.00000 279.57829
-52.00000 314.00000 50000.00000 274.16747
-52.00000 316.00000 50000.00000 275.99983
-52.00000 318.00000 50000.00000 296.75823
-52.00000 320.00000 50000.00000 325.93933
-52.00000 322.00000 50000.00000 319.29970
-52.00000 324.00000 50000.00000 325.32171
-52.00000 326.00000 50000.00000 283.09997
-52.00000 328.00000 50000.00000 272.10502
-52.00000 330.00000 50000.00000 221.01995
-50.00000 270.00000 50000.00000 242.51564
-50.00000 272.00000 50000.00000 317.96650
-50.00000 274.00000 50000.00000 329.30691
-50.00000 276.00000 50000.00000 327.77776
-50.00000 278.00000 50000.00000 320.06694
-50.00000 280.00000 50000.00000 313.08348
-50.00000 282.00000 50000.00000 287.21387
-50.00000 284.00000 50000.00000 185.72438
-50.00000 286.00000 50000.00000 69.05086
-50.00000 288.00000 50000.00000 28.94381
-50.00000 290.00000 50000.00000 39.08212
-50.00000 292.00000 50000.00000 58.80201
-50.00000 294.00000 50000.00000 74.17726
-50.00000 296.00000 50000.00000 92.32718
-50.00000 298.00000 50000.00000 107.42161
-50.00000 300.00000 50000.00000 124.99944
-50.00000 302.00000 50000.00000 140.09592
-50.00000 304.00000 50000.00000 174.56367
-50.00000 306.00000 50000.00000 231.23298
-50.00000 308.00000 50000.00000 282.92201
-50.00000 310.00000 50000.00000 307.73925
-50.00000 312.00000 50000.00000 310.02999
-50.00000 314.00000 50000.00000 307.80876
-50.00000 316.00000 50000.00000 310.79528
-50.00000 318.00000 50000.00000 293.84426
-50.00000 320.00000 50000.00000 315.79269
-50.00000 322.00000 50000.00000 364.56194
-50.00000 324.00000 50000.00000 368.80282
-50.00000 326.00000 50000.00000 360.07142
-50.00000 328.00000 50000.00000 353.39907
-50.00000 330.00000 50000.00000 274.26824
-48.00000 270.00000 50000.00000 201.65327
-48.00000 272.00000 50000.00000 297.38130
-48.00000 274.00000 50000.00000 303.55045
-48.00000 276.00000 50000.00000 303.18968
-48.00000 278.00000 50000.00000 304.81424
-48.00000 280.00000 50000.00000 303.39634
-48.00000 282.00000 50000.00000 283.82237
-48.00000 284.00000 50000.00000 177.00392
-48.00000 286.00000 50000.00000 70.17252
-48.00000 288.00000 50000.00000 9.79082
-48.00000 290.00000 50000.00000 22.63969
-48.00000 292.00000 50000.00000 51.16617
-48.00000 294.00000 50000.00000 72.56117
-48.00000 296.00000 50000.00000 95.83793
-48.00000 298.00000 50000.00000 110.37584
-48.00000 300.00000 50000.00000 164.55893
-48.00000 302.00000 50000.00000 245.59383
-48.00000 304.00000 50000.00000 327.77175
-48.00000 306.00000 50000.00000 388.84687
-48.00000 308.00000 50000.00000 437.05401
-48.00000 310.00000 50000.00000 444.40019
-48.00000 312.00000 50000.00000 447.20433
-48.00000 314.00000 50000.00000 441.72948
-48.00000 316.00000 50000.00000 438.18372
-48.00000 318.00000 50000.00000 425.95077
-48.00000 320.00000 50000.00000 420.70335
-48.00000 322.00000 50000.00000 413.63955
-48.00000 324.00000 50000.00000 406.27475
-48.00000 326.00000 50000.00000 393.31511
-48.00000 328.00000 50000.00000 365.95321
-48.00000 330.00000 50000.00000 272.06193
-46.00000 270.00000 50000.00000 225.66111
-46.00000 272.00000 50000.00000 286.99339
-46.00000 274.00000 50000.00000 291.70778
-46.00000 276.00000 50000.00000 245.16233
-46.00000 278.00000 50000.00000 282.94525
-46.00000 280.00000 50000.00000 281.56793
-46.00000 282.00000 50000.00000 252.89809
-46.00000 284.00000 50000.00000 197.55954
-46.00000 286.00000 50000.00000 89.25530
-46.00000 288.00000 50000.00000 17.63133
-46.00000 290.00000 50000.00000 36.82384
-46.00000 292.00000 50000.00000 64.28118
-46.00000 294.00000 50000.00000 78.27376
-46.00000 296.00000 50000.00000 91.51815
-46.00000 298.00000 50000.00000 107.25169
-46.00000 300.00000 50000.00000 159.34471
-46.00000 302.00000 50000.00000 304.84651
-46.00000 304.00000 50000.00000 392.90134
-46.00000 306.00000 50000.00000 433.97280
-46.00000 308.00000 50000.00000 448.95628
-46.00000 310.00000 50000.00000 449.46667
-46.00000 312.00000 50000.00000 441.43126
-46.00000 314.00000 50000.00000 439.98677
-46.00000 316.00000 50000.00000 441.26446
-46.00000 318.00000 50000.00000 440.82424
-46.00000 320.00000 50000.00000 432.22517
-46.00000 322.00000 50000.00000 424.80972
-46.00000 324.00000 50000.00000 413.80845
-46.00000 326.00000 50000.00000 391.44290
-46.00000 328.00000 50000.00000 367.91067
-46.00000 330.00000 50000.00000 286.86552
-44.00000 270.00000 50000.00000 231.62328
-44.00000 272.00000 50000.00000 273.50771
-44.00000 274.00000 50000.00000 273.80002
-44.00000 276.00000 50000.00000 268.62813
-44.00000 278.00000 50000.00000 256.16338
-44.00000 280.00000 50000.00000 276.68416
-44.00000 282.00000 50000.00000 267.96046
-44.00000 284.00000 50000.00000 222.88326
-44.00000 286.00000 50000.00000 91.38284
-44.00000 288.00000 50000.00000 31.49658
-44.00000 290.00000 50000.00000 8.77078
-44.00000 292.00000 50000.00000 31.76903
-44.00000 294.00000 50000.00000 47.99731
-44.00000 296.00000 50000.00000 79.25152
-44.00000 298.00000 50000.00000 97.56294
-44.00000 300.00000 50000.00000 139.22272
-44.00000 302.00000 50000.00000 277.66101
-44.00000 304.00000 50000.00000 391.75281
-44.00000 306.00000 50000.00000 434.17806
-44.00000 308.00000 50000.00000 444.90087
-44.00000 310.00000 50000.00000 440.12695
-44.00000 312.00000 50000.00000 432.77087
-44.00000 314.00000 50000.00000 430.59359
-44.00000 316.00000 50000.00000 436.77397
-44.00000 318.00000 50000.00000 440.55071
-44.00000 320.00000 50000.00000 432.09421
-44.00000 322.00000 50000.00000 424.35334
-44.00000 324.00000 50000.00000 408.90713
-44.00000 326.00000 50000.00000 387.51791
-44.00000 328.00000 50000.00000 365.56919
-44.00000 330.00000 50000.00000 275.17009
-42.00000 270.00000 50000.00000 206.95935
-42.00000 272.00000 50000.00000 257.18973
-42.00000 274.00000 50000.00000 261.35157
-42.00000 276.00000 50000.00000 272.73664
-42.00000 278.00000 50000.00000 272.58686
-42.00000 280.00000 50000.00000 280.12899
-42.00000 282.00000 50000.00000 277.62031
-42.00000 284.00000 50000.00000 248.21290
-42.00000 286.00000 50000.00000 114.21947
-42.00000 288.00000 50000.00000 50.92709
-42.00000 290.00000 50000.00000 -3.49622
-42.00000 292.00000 50000.00000 -6.39123
-42.00000 294.00000 50000.00000 27.79739
-42.00000 296.00000 50000.00000 71.81966
-42.00000 298.00000 50000.00000 96.75809
-42.00000 300.00000 50000.00000 128.17167
-42.00000 302.00000 50000.00000 193.12388
-42.00000 304.00000 50000.00000 325.48124
-42.00000 306.00000 50000.00000 410.86674
-42.00000 308.00000 50000.00000 430.27536
-42.00000 310.00000 50000.00000 440.18251
-42.00000 312.00000 50000.00000 436.86236
-42.00000 314.00000 50000.00000 432.53357
-42.00000 316.00000 50000.00000 440.10286
-42.00000 318.00000 50000.00000 437.26240
-42.00000 320.00000 50000.00000 427.32379
-42.00000 322.00000 50000.00000 414.93526
-42.00000 324.00000 50000.00000 401.12433
-42.00000 326.00000 50000.00000 393.59063
-42.00000 328.00000 50000.00000 383.10054
-42.00000 330.00000 50000.00000 282.22715
-40.00000 270.00000 50000.00000 203.50481
-40.00000 272.00000 50000.00000 264.77786
-40.00000 274.00000 50000.00000 277.93460
-40.00000 276.00000 50000.00000 303.33591
-40.00000 278.00000 50000.00000 287.97920
-40.00000 280.00000 50000.00000 291.21321
-40.00000 282.00000 50000.00000 309.74786
-40.00000 284.00000 50000.00000 287.27897
-40.00000 286.00000 50000.00000 134.38178
-40.00000 288.00000 50000.00000 20.94719
-40.00000 290.00000 50000.00000 11.36637
-40.00000 292.00000 50000.00000 12.64731
-40.00000 294.00000 50000.00000 39.66291
-40.00000 296.00000 50000.00000 62.71395
-40.00000 298.00000 50000.00000 100.13266
-40.00000 300.00000 50000.00000 122.27933
-40.00000 302.00000 50000.00000 155.54773
-40.00000 304.00000 50000.00000 213.72985
-40.00000 306.00000 50000.00000 346.38532
-40.00000 308.00000 50000.00000 417.52278
-40.00000 310.00000 50000.00000 430.80198
-40.00000 312.00000 50000.00000 429.80225
-40.00000 314.00000 50000.00000 429.82234
-40.00000 316.00000 50000.00000 435.63113
-40.00000 318.00000 50000.00000 430.95645
-40.00000 320.00000 50000.00000 420.70226
-40.00000 322.00000 50000.00000 410.83573
-40.00000 324.00000 50000.00000 393.34292
-40.00000 326.00000 50000.00000 383.88400
-40.00000 328.00000 50000.00000 363.45266
-40.00000 330.00000 50000.00000 270.23278
-38.00000 270.00000 50000.00000 202.43380
-38.00000 272.00000 50000.00000 262.64617
-38.00000 274.00000 50000.00000 281.71951
-38.00000 276.00000 50000.00000 288.95536
-38.00000 278.00000 50000.00000 299.25052
-38.00000 280.00000 50000.00000 306.00956
-38.00000 282.00000 50000.00000 312.33932
-38.00000 284.00000 50000.00000 298.78346
-38.00000 286.00000 50000.00000 157.37711
-38.00000 288.00000 50000.00000 38.07539
-38.00000 290.00000 50000.00000 -7.86643
-38.00000 292.00000 50000.00000 35.41916
-38.00000 294.00000 50000.00000 31.40077
-38.00000 296.00000 50000.00000 48.04055
-38.00000 298.00000 50000.00000 47.62064
-38.00000 300.00000 50000.00000 67.18224
-38.00000 302.00000 50000.00000 107.57169
-38.00000 304.00000 50000.00000 161.63385
-38.00000 306.00000 50000.00000 250.74998
-38.00000 308.00000 50000.00000 371.61057
-38.00000 310.00000 50000.00000 408.99067
-38.00000 312.00000 50000.00000 421.90977
-38.00000 314.00000 50000.00000 429.00310
-38.00000 316.00000 50000.00000 428.50764
-38.00000 318.00000 50000.00000 422.74686
-38.00000 320.00000 50000.00000 414.20839
-38.00000 322.00000 50000.00000 398.35811
-38.00000 324.00000 50000.00000 385.78686
-38.00000 326.00000 50000.00000 369.24548
-38.00000 328.00000 50000.00000 339.73069
-38.00000 330.00000 50000.00000 255.16466
-36.00000 270.00000 50000.00000 216.06114
-36.00000 272.00000 50000.00000 264.72904
-36.00000 274.00000 50000.00000 289.53605
-36.00000 276.00000 50000.00000 300.55928
-36.00000 278.00000 50000.00000 299.57430
-36.00000 280.00000 50000.00000 309.46158
-36.00000 282.00000 50000.00000 310.33563
-36.00000 284.00000 50000.00000 308.26938
-36.00000 286.00000 50000.00000 234.54196
-36.00000 288.00000 50000.00000 65.96470
-36.00000 290.00000 50000.00000 -47.69364
-36.00000 292.00000 50000.00000 0.69019
-36.00000 294.00000 50000.00000 31.13232
-36.00000 296.00000 50000.00000 47.73756
-36.00000 298.00000 50000.00000 62.40661
-36.00000 300.00000 50000.00000 81.45314
-36.00000 302.00000 50000.00000 115.06632
-36.00000 304.00000 50000.00000 118.87819
-36.00000 306.00000 50000.00000 154.54977
-36.00000 308.00000 50000.00000 299.15386
-36.00000 310.00000 50000.00000 374.17715
-36.00000 312.00000 50000.00000 399.86082
-36.00000 314.00000 50000.00000 415.11457
-36.00000 316.00000 50000.00000 416.66672
-36.00000 318.00000 50000.00000 407.78162
-36.00000 320.00000 50000.00000 397.61444
-36.00000 322.00000 50000.00000 382.49231
-36.00000 324.00000 50000.00000 368.22896
-36.00000 326.00000 50000.00000 351.00116
-36.00000 328.00000 50000.00000 324.70123
-36.00000 330.00000 50000.00000 259.24810
-34.00000 270.00000 50000.00000 219.10743
-34.00000 272.00000 50000.00000 273.48377
-34.00000 274.00000 50000.00000 281.43695
-34.00000 276.00000 50000.00000 292.51260
-34.00000 278.00000 50000.00000 284.48372
-34.00000 280.00000 50000.00000 299.86163
-34.00000 282.00000 50000.00000 308.88211
-34.00000 284.00000 50000.00000 313.76306
-34.00000 286.00000 50000.00000 280.10969
-34.00000 288.00000 50000.00000 105.12925
-34.00000 290.00000 50000.00000 -66.03408
-34.00000 292.00000 50000.00000 -5.46568
-34.00000 294.00000 50000.00000 16.62567
-34.00000 296.00000 50000.00000 49.30641
-34.00000 298.00000 50000.00000 60.54101
-34.00000 300.00000 50000.00000 68.12025
-34.00000 302.00000 50000.00000 67.94180
-34.00000 304.00000 50000.00000 77.59141
-34.00000 306.00000 50000.00000 95.64926
-34.00000 308.00000 50000.00000 188.72997
-34.00000 310.00000 50000.00000 314.66225
-34.00000 312.00000 50000.00000 367.47797
-34.00000 314.00000 50000.00000 397.92635
-34.00000 316.00000 50000.00000 393.90234
-34.00000 318.00000 50000.00000 381.80107
-34.00000 320.00000 50000.00000 370.63151
-34.00000 322.00000 50000.00000 363.25642
-34.00000 324.00000 50000.00000 348.77833
-34.00000 326.00000 50000.00000 331.31726
-34.00000 328.00000 50000.00000 297.57710
-34.00000 330.00000 50000.00000 208.37490
-32.00000 270.00000 50000.00000 207.07381
-32.00000 272.00000 50000.00000 270.37127
-32.00000 274.00000 50000.00000 284.73669
-32.00000 276.00000 50000.00000 291.95776
-32.00000 278.00000 50000.00000 295.27354
-32.00000 280.00000 50000.00000 300.17586
-32.00000 282.00000 50000.00000 310.29019
-32.00000 284.00000 50000.00000 317.19778
-32.00000 286.00000 50000.00000 299.25764
-32.00000 288.00000 50000.00000 132.37721
-32.00000 290.00000 50000.00000 -144.92570
-32.00000 292.00000 50000.00000 -33.08310
-32.00000 294.00000 50000.00000 11.73101
-32.00000 296.00000 50000.00000 47.32664
-32.00000 298.00000 50000.00000 72.80361
-32.00000 300.00000 50000.00000 69.03652
-32.00000 302.00000 50000.00000 70.78405
-32.00000 304.00000 50000.00000 64.85110
-32.00000 306.00000 50000.00000 71.22000
-32.00000 308.00000 50000.00000 102.68123
-32.00000 310.00000 50000.00000 226.18361
-32.00000 312.00000 50000.00000 324.49334
-32.00000 314.00000 50000.00000 358.01243
-32.00000 316.00000 50000.00000 347.29935
-32.00000 318.00000 50000.00000 347.15811
-32.00000 320.00000 50000.00000 336.68092
-32.00000 322.00000 50000.00000 320.66149
-32.00000 324.00000 50000.00000 272.89648
-32.00000 326.00000 50000.00000 271.01447
-32.00000 328.00000 50000.00000 299.69262
-32.00000 330.00000 50000.00000 238.67105
-30.00000 270.00000 50000.00000 203.86883
-30.00000 272.00000 50000.00000 247.86253
-30.00000 274.00000 50000.00000 274.87363
-30.00000 276.00000 50000.00000 296.49291
-30.00000 278.00000 50000.00000 301.96881
-30.00000 280.00000 50000.00000 304.38829
-30.00000 282.00000 50000.00000 307.47978
-30.00000 284.00000 50000.00000 312.52642
-30.00000 286.00000 50000.00000 304.57722
-30.00000 288.00000 50000.00000 162.53075
-30.00000 290.00000 50000.00000 -106.50477
-30.00000 292.00000 50000.00000 -75.37389
-30.00000 294.00000 50000.00000 -2.00255
-30.00000 296.00000 50000.00000 32.90648
-30.00000 298.00000 50000.00000 76.38370
-30.00000 300.00000 50000.00000 72.15878
-30.00000 302.00000 50000.00000 61.29175
-30.00000 304.00000 50000.00000 56.63012
-30.00000 306.00000 50000.00000 53.90272
-30.00000 308.00000 50000.00000 54.70327
-30.00000 310.00000 50000.00000 95.31370
-30.00000 312.00000 50000.00000 205.99316
-30.00000 314.00000 50000.00000 288.43738
-30.00000 316.00000 50000.00000 337.65285
-30.00000 318.00000 50000.00000 331.72877
-30.00000 320.00000 50000.00000 302.19018
-30.00000 322.00000 50000.00000 306.41140
-30.00000 324.00000 50000.00000 255.27711
-30.00000 326.00000 50000.00000 240.49157
-30.00000 328.00000 50000.00000 284.35165
-30.00000 330.00000 50000.00000 226.40757
-28.00000 270.00000 50000.00000 213.52807
-28.00000 272.00000 50000.00000 268.98351
-28.00000 274.00000 50000.00000 289.95508
-28.00000 276.00000 50000.00000 295.54168
-28.00000 278.00000 50000.00000 290.80019
-28.00000 280.00000 50000.00000 259.06281
-28.00000 282.00000 50000.00000 301.29695
-28.00000 284.00000 50000.00000 299.78091
-28.00000 286.00000 50000.00000 306.99798
-28.00000 288.00000 50000.00000 224.96636
-28.00000 290.00000 50000.00000 -53.58117
-28.00000 292.00000 50000.00000 -186.36428
-28.00000 294.00000 50000.00000 -105.65385
-28.00000 296.00000 50000.00000 28.80200
-28.00000 298.00000 50000.00000 70.82755
-28.00000 300.00000 50000.00000 72.01657
-28.00000 302.00000 50000.00000 64.43118
-28.00000 304.00000 50000.00000 47.96899
-28.00000 306.00000 50000.00000 38.60604
-28.00000 308.00000 50000.00000 26.77035
-28.00000 310.00000 50000.00000 17.48523
-28.00000 312.00000 50000.00000 124.42490
-28.00000 314.00000 50000.00000 242.88928
-28.00000 316.00000 50000.00000 283.50579
-28.00000 318.00000 50000.00000 278.20025
-28.00000 320.00000 50000.00000 297.05580
-28.00000 322.00000 50000.00000 325.45142
-28.00000 324.00000 50000.00000 343.11818
-28.00000 326.00000 50000.00000 330.93716
-28.00000 328.00000 50000.00000 323.02256
-28.00000 330.00000 50000.00000 256.49944
-26.00000 270.00000 50000.00000 227.89937
-26.00000 272.00000 50000.00000 264.51465
-26.00000 274.00000 50000.00000 212.11400
-26.00000 276.00000 50000.00000 292.86115
-26.00000 278.00000 50000.00000 293.59022
-26.00000 280.00000 50000.00000 309.58320
-26.00000 282.00000 50000.00000 304.96726
-26.00000 284.00000 50000.00000 301.68164
-26.00000 286.00000 50000.00000 298.27405
-26.00000 288.00000 50000.00000 216.55078
-26.00000 290.00000 50000.00000 -12.08434
-26.00000 292.00000 50000.00000 -232.48530
-26.00000 294.00000 50000.00000 -114.24140
-26.00000 296.00000 50000.00000 22.13756
-26.00000 298.00000 50000.00000 59.07091
-26.00000 300.00000 50000.00000 64.46375
-26.00000 302.00000 50000.00000 65.92988
-26.00000 304.00000 50000.00000 45.83689
-26.00000 306.00000 50000.00000 34.48999
-26.00000 308.00000 50000.00000 14.73977
-26.00000 310.00000 50000.00000 2.01223
-26.00000 312.00000 50000.00000 67.23611
-26.00000 314.00000 50000.00000 145.99418
-26.00000 316.00000 50000.00000 215.48640
-26.00000 318.00000 50000.00000 260.53705
-26.00000 320.00000 50000.00000 319.35905
-26.00000 322.00000 50000.00000 336.92649
-26.00000 324.00000 50000.00000 344.98356
-26.00000 326.00000 50000.00000 351.23522
-26.00000 328.00000 50000.00000 343.80271
-26.00000 330.00000 50000.00000 282.40528
-24.00000 270.00000 50000.00000 230.61581
-24.00000 272.00000 50000.00000 278.42532
-24.00000 274.00000 50000.00000 293.78469
-24.00000 276.00000 50000.00000 307.08999
-24.00000 278.00000 50000.00000 309.17608
-24.00000 280.00000 50000.00000 326.71546
-24.00000 282.00000 50000.00000 332.75230
-24.00000 284.00000 50000.00000 322.80223
-24.00000 286.00000 50000.00000 299.71140
-24.00000 288.00000 50000.00000 243.88640
-24.00000 290.00000 50000.00000 -7.27619
-24.00000 292.00000 50000.00000 -236.08862
-24.00000 294.00000 50000.00000 -205.02068
-24.00000 296.00000 50000.00000 4.75008
-24.00000 298.00000 50000.00000 56.76947
-24.00000 300.00000 50000.00000 63.54473
-24.00000 302.00000 50000.00000 56.82705
-24.00000 304.00000 50000.00000 30.81492
-24.00000 306.00000 50000.00000 36.35141
-24.00000 308.00000 50000.00000 21.74559
-24.00000 310.00000 50000.00000 4.94993
-24.00000 312.00000 50000.00000 -10.74156
-24.00000 314.00000 50000.00000 46.99205
-24.00000 316.00000 50000.00000 117.25904
-24.00000 318.00000 50000.00000 181.71879
-24.00000 320.00000 50000.00000 267.04790
-24.00000 322.00000 50000.00000 309.32163
-24.00000 324.00000 50000.00000 325.27911
-24.00000 326.00000 50000.00000 350.25408
-24.00000 328.00000 50000.00000 361.62030
-24.00000 330.00000 50000.00000 289.44643
-22.00000 270.00000 50000.00000 244.75121
-22.00000 272.00000 50000.00000 296.25527
-22.00000 274.00000 50000.00000 308.20888
-22.00000 276.00000 50000.00000 291.89013
-22.00000 278.00000 50000.00000 282.36281
-22.00000 280.00000 50000.00000 324.76390
-22.00000 282.00000 50000.00000 338.16786
-22.00000 284.00000 50000.00000 338.39083
-22.00000 286.00000 50000.00000 323.19051
-22.00000 288.00000 50000.00000 273.76707
-22.00000 290.00000 50000.00000 -1.59657
-22.00000 292.00000 50000.00000 -250.76200
-22.00000 294.00000 50000.00000 -222.97932
-22.00000 296.00000 50000.00000 -62.28298
-22.00000 298.00000 50000.00000 57.83091
-22.00000 300.00000 50000.00000 60.88882
-22.00000 302.00000 50000.00000 54.76638
-22.00000 304.00000 50000.00000 26.11704
-22.00000 306.00000 50000.00000 19.12607
-22.00000 308.00000 50000.00000 28.25157
-22.00000 310.00000 50000.00000 4.35437
-22.00000 312.00000 50000.00000 -29.06091
-22.00000 314.00000 50000.00000 -37.46890
-22.00000 316.00000 50000.00000 -12.13476
-22.00000 318.00000 50000.00000 38.94728
-22.00000 320.00000 50000.00000 192.14185
-22.00000 322.00000 50000.00000 279.59342
-22.00000 324.00000 50000.00000 313.57602
-22.00000 326.00000 50000.00000 327.43964
-22.00000 328.00000 50000.00000 342.79839
-22.00000 330.00000 50000.00000 290.38208
-20.00000 270.00000 50000.00000 247.38036
-20.00000 272.00000 50000.00000 307.34368
-20.00000 274.00000 50000.00000 318.46219
-20.00000 276.00000 50000.00000 318.24659
