# Generated by process-sam-gravity-data.ipynb on 17 January 2016 20:04:32 UTC
# shape (nlat, nlon):
# 81 61
# lat lon height topo gravity disturbance topo_effect bouguer upper_sediment middle_sediment lower_sediment total_sediment sedfree_bouguer
-18.00000 290.00000 50000.00000 2068.00000 963328.50321 59.92935 197.71199 -137.78264 -11.81784 -7.04074 -0.29872 -19.15730 -118.62534
-18.00000 291.00000 50000.00000 5101.00000 963365.50657 96.93270 378.85270 -281.91999 -13.66479 -19.67678 -0.70778 -34.04935 -247.87065
-18.00000 292.00000 50000.00000 3940.00000 963355.13156 86.55769 352.90634 -266.34866 -14.70538 -30.64346 -3.38547 -48.73430 -217.61435
-18.00000 293.00000 50000.00000 3801.00000 963364.51558 95.94171 316.68847 -220.74676 -12.99951 -20.07699 -3.38323 -36.45973 -184.28703
-18.00000 294.00000 50000.00000 2870.00000 963373.57789 105.00402 251.79935 -146.79533 -9.93001 -7.37142 -0.70687 -18.00829 -128.78703
-18.00000 295.00000 50000.00000 2040.00000 963345.23971 76.66584 173.78774 -97.12190 -9.98419 -7.63312 -0.30983 -17.92714 -79.19476
-18.00000 296.00000 50000.00000 1505.00000 963312.43001 43.85614 109.98177 -66.12563 -13.18016 -12.91009 -0.21720 -26.30745 -39.81818
-18.00000 297.00000 50000.00000 365.00000 963265.98405 -2.58982 40.19891 -42.78873 -15.02645 -22.59696 -0.20403 -37.82743 -4.96130
-18.00000 298.00000 50000.00000 296.00000 963276.46670 7.89283 20.52001 -12.62718 -15.08141 -21.65706 -0.18033 -36.91881 24.29163
-18.00000 299.00000 50000.00000 321.00000 963286.93610 18.36223 16.63748 1.72475 -14.50414 -11.65738 -0.13390 -26.29542 28.02017
-18.00000 300.00000 50000.00000 430.00000 963296.62043 28.04656 16.26735 11.77921 -12.75505 -6.97700 -0.10644 -19.83849 31.61769
-18.00000 301.00000 50000.00000 452.00000 963292.79490 24.22103 12.24220 11.97884 -11.69321 -5.38914 -0.09224 -17.17459 29.15342
-18.00000 302.00000 50000.00000 203.00000 963288.13123 19.55736 -0.32182 19.87918 -11.95550 -5.06735 -0.08441 -17.10727 36.98645
-18.00000 303.00000 50000.00000 102.00000 963284.83090 16.25703 -6.10483 22.36187 -12.06482 -5.09926 -0.08016 -17.24424 39.60611
-18.00000 304.00000 50000.00000 137.00000 963279.66596 11.09209 -3.13286 14.22495 -12.34015 -5.99045 -0.07827 -18.40888 32.63382
-18.00000 305.00000 50000.00000 170.00000 963270.06259 1.48873 4.98673 -3.49800 -13.98439 -7.43159 -0.07793 -21.49392 17.99592
-18.00000 306.00000 50000.00000 322.00000 963258.03199 -10.54188 19.59806 -30.13994 -15.61543 -11.16405 -0.07811 -26.85759 -3.28235
-18.00000 307.00000 50000.00000 879.00000 963262.49994 -6.07393 44.66657 -50.74050 -15.78668 -15.61287 -0.07737 -31.47693 -19.26358
-18.00000 308.00000 50000.00000 790.00000 963263.15879 -5.41508 45.71631 -51.13138 -15.52458 -15.00590 -0.07477 -30.60525 -20.52613
-18.00000 309.00000 50000.00000 710.00000 963261.99507 -6.57880 42.13750 -48.71630 -14.35124 -11.06104 -0.07074 -25.48302 -23.23328
-18.00000 310.00000 50000.00000 588.00000 963258.20479 -10.36908 37.81850 -48.18758 -11.71186 -7.50120 -0.06647 -19.27952 -28.90806
-18.00000 311.00000 50000.00000 635.00000 963237.97793 -30.59594 42.80262 -73.39856 -9.42837 -5.21079 -0.06275 -14.70191 -58.69665
-18.00000 312.00000 50000.00000 784.00000 963245.16472 -23.40915 51.33390 -74.74305 -8.39606 -3.94246 -0.05977 -12.39828 -62.34476
-18.00000 313.00000 50000.00000 730.00000 963250.94089 -17.63298 51.56552 -69.19850 -8.75214 -3.25936 -0.05744 -12.06894 -57.12956
-18.00000 314.00000 50000.00000 797.00000 963253.44675 -15.12712 50.49129 -65.61841 -9.60814 -2.90621 -0.05565 -12.57000 -53.04841
-18.00000 315.00000 50000.00000 706.00000 963255.83530 -12.73856 47.77672 -60.51528 -11.51173 -2.72455 -0.05436 -14.29064 -46.22464
-18.00000 316.00000 50000.00000 1196.00000 963259.32508 -9.24879 63.77255 -73.02134 -13.10073 -2.65596 -0.05370 -15.81039 -57.21095
-18.00000 317.00000 50000.00000 1013.00000 963259.27268 -9.30119 51.30458 -60.60577 -11.88279 -2.69534 -0.05424 -14.63238 -45.97339
-18.00000 318.00000 50000.00000 578.00000 963261.72143 -6.85244 21.28553 -28.13796 -10.84549 -2.90829 -0.05785 -13.81164 -14.32632
-18.00000 319.00000 50000.00000 290.00000 963257.84414 -10.72973 -4.25228 -6.47745 -13.11789 -3.56995 -0.07020 -16.75804 10.28059
-18.00000 320.00000 50000.00000 54.00000 963262.65655 -5.91732 -31.88651 25.96919 -28.27305 -6.04918 -0.09655 -34.41878 60.38796
-18.00000 321.00000 50000.00000 -15.00000 963273.70986 5.13599 -58.12268 63.25867 -47.80312 -10.42626 -0.09516 -58.32453 121.58320
-18.00000 322.00000 50000.00000 -52.00000 963280.46204 11.88817 -103.99066 115.87884 -55.59198 -11.90465 -0.06604 -67.56267 183.44150
-18.00000 323.00000 50000.00000 -3825.00000 963255.04314 -13.53073 -212.21070 198.67997 -52.90090 -8.00657 -0.05093 -60.95840 259.63838
-18.00000 324.00000 50000.00000 -283.00000 963270.61054 2.03667 -186.08159 188.11827 -40.47717 -3.97768 -0.04459 -44.49944 232.61771
-18.00000 325.00000 50000.00000 -4064.00000 963261.01180 -7.56207 -275.73160 268.16953 -28.96288 -2.56197 -0.04133 -31.56618 299.73571
-18.00000 326.00000 50000.00000 -4374.00000 963262.25264 -6.32123 -305.47613 299.15490 -24.65888 -2.02800 -0.03925 -26.72613 325.88103
-18.00000 327.00000 50000.00000 -4412.00000 963264.12590 -4.44797 -312.79031 308.34234 -23.30428 -1.76589 -0.03770 -25.10787 333.45021
-18.00000 328.00000 50000.00000 -4573.00000 963266.45399 -2.11988 -316.48651 314.36664 -22.91113 -1.60552 -0.03643 -24.55308 338.91972
-18.00000 329.00000 50000.00000 -4686.00000 963266.25791 -2.31596 -312.17824 309.86227 -20.34339 -1.49242 -0.03533 -21.87114 331.73341
-18.00000 330.00000 50000.00000 -4824.00000 963266.42612 -2.14775 -270.70751 268.55976 -13.20585 -1.40536 -0.03435 -14.64556 283.20532
-17.00000 270.00000 50000.00000 -4357.00000 963211.19107 -5.44281 -251.19292 245.75011 -4.00783 -1.11450 -0.04072 -5.16305 250.91315
-17.00000 271.00000 50000.00000 -4132.00000 963210.93855 -5.69534 -292.10249 286.40715 -4.71536 -1.14679 -0.04207 -5.90422 292.31136
-17.00000 272.00000 50000.00000 -4425.00000 963211.92541 -4.70847 -309.88431 305.17584 -4.88782 -1.18128 -0.04351 -6.11261 311.28845
-17.00000 273.00000 50000.00000 -4339.00000 963210.80979 -5.82410 -315.43290 309.60880 -4.98083 -1.21823 -0.04505 -6.24411 315.85291
-17.00000 274.00000 50000.00000 -4403.00000 963210.11814 -6.51575 -323.24864 316.73289 -5.06422 -1.25796 -0.04672 -6.36890 323.10179
-17.00000 275.00000 50000.00000 -4667.00000 963209.39544 -7.23845 -333.01538 325.77693 -5.21443 -1.30088 -0.04851 -6.56382 332.34075
-17.00000 276.00000 50000.00000 -4738.00000 963208.65135 -7.98254 -335.23807 327.25553 -5.46575 -1.34747 -0.05045 -6.86366 334.11920
-17.00000 277.00000 50000.00000 -4346.00000 963210.10532 -6.52856 -327.45138 320.92282 -6.03366 -1.39838 -0.05254 -7.48458 328.40740
-17.00000 278.00000 50000.00000 -4534.00000 963212.63115 -4.00274 -326.85828 322.85554 -6.76862 -1.45444 -0.05481 -8.27787 331.13341
-17.00000 279.00000 50000.00000 -4443.00000 963212.68795 -3.94594 -319.96936 316.02342 -7.38232 -1.51672 -0.05729 -8.95634 324.97975
-17.00000 280.00000 50000.00000 -4335.00000 963216.44499 -0.18890 -307.01675 306.82786 -8.34971 -1.58665 -0.06004 -9.99639 316.82425
-17.00000 281.00000 50000.00000 -4021.00000 963222.36735 5.73347 -284.21787 289.95134 -9.60312 -1.66592 -0.06313 -11.33217 301.28351
-17.00000 282.00000 50000.00000 -2853.00000 963230.31771 13.68382 -251.62157 265.30539 -10.21175 -1.75622 -0.06671 -12.03468 277.34007
-17.00000 283.00000 50000.00000 -3456.00000 963230.12269 13.48880 -254.86131 268.35011 -9.97428 -1.85876 -0.07103 -11.90406 280.25417
-17.00000 284.00000 50000.00000 -4178.00000 963222.96617 6.33228 -268.68823 275.02052 -9.48120 -1.97627 -0.07650 -11.53397 286.55448
-17.00000 285.00000 50000.00000 -4620.00000 963189.24561 -27.38827 -266.60359 239.21531 -9.44908 -2.11887 -0.08384 -11.65179 250.86711
-17.00000 286.00000 50000.00000 -6066.00000 963155.70691 -60.92697 -249.32949 188.40251 -9.78402 -2.30861 -0.09431 -12.18694 200.58945
-17.00000 287.00000 50000.00000 -2130.00000 963180.68407 -35.94982 -120.23199 84.28217 -10.16293 -2.58699 -0.11013 -12.86006 97.14223
-17.00000 288.00000 50000.00000 305.00000 963241.62370 24.98981 29.09713 -4.10732 -10.24252 -3.04664 -0.13532 -13.42449 9.31717
-17.00000 289.00000 50000.00000 2569.00000 963286.35065 69.71677 197.65937 -127.94260 -10.85631 -3.99561 -0.17770 -15.02962 -112.91298
-17.00000 290.00000 50000.00000 4560.00000 963316.54073 99.90684 335.28434 -235.37750 -13.17019 -7.78605 -0.25587 -21.21212 -214.16538
-17.00000 291.00000 50000.00000 3935.00000 963304.94295 88.30906 349.64314 -261.33408 -14.82351 -15.02536 -0.41204 -30.26091 -231.07317
-17.00000 292.00000 50000.00000 4200.00000 963315.95214 99.31826 330.09393 -230.77567 -13.35861 -18.59298 -0.63096 -32.58255 -198.19313
-17.00000 293.00000 50000.00000 1878.00000 963326.84969 110.21580 212.44195 -102.22615 -10.29073 -12.99715 -0.59647 -23.88435 -78.34180
-17.00000 294.00000 50000.00000 2048.00000 963288.63526 72.00137 162.67840 -90.67703 -10.11482 -10.60270 -0.35531 -21.07283 -69.60420
-17.00000 295.00000 50000.00000 235.00000 963201.37825 -15.25563 66.36471 -81.62034 -13.00705 -14.34726 -0.22375 -27.57806 -54.04228
-17.00000 296.00000 50000.00000 251.00000 963203.25703 -13.37685 37.43544 -50.81229 -14.75389 -17.08539 -0.16772 -32.00700 -18.80529
-17.00000 297.00000 50000.00000 252.00000 963227.53017 10.89629 22.17631 -11.28002 -14.60340 -16.82112 -0.14160 -31.56612 20.28610
-17.00000 298.00000 50000.00000 291.00000 963242.24063 25.60675 17.32665 8.28010 -12.90568 -11.20235 -0.12377 -24.23180 32.51189
-17.00000 299.00000 50000.00000 363.00000 963246.73800 30.10411 15.94489 14.15923 -11.06320 -6.08412 -0.10759 -17.25491 31.41413
-17.00000 300.00000 50000.00000 247.00000 963246.57830 29.94442 8.61406 21.33035 -10.41545 -4.28734 -0.09488 -14.79767 36.12803
-17.00000 301.00000 50000.00000 122.00000 963238.60714 21.97326 0.60149 21.37177 -10.89093 -3.91341 -0.08611 -14.89045 36.26222
-17.00000 302.00000 50000.00000 102.00000 963228.23137 11.59748 -4.32405 15.92153 -11.61143 -3.89181 -0.08027 -15.58351 31.50504
-17.00000 303.00000 50000.00000 111.00000 963230.78666 14.15277 -5.41966 19.57244 -11.69097 -3.93162 -0.07646 -15.69904 35.27148
-17.00000 304.00000 50000.00000 134.00000 963224.33718 7.70329 -2.85605 10.55934 -11.79046 -4.45498 -0.07402 -16.31946 26.87881
-17.00000 305.00000 50000.00000 177.00000 963219.03191 2.39802 5.38449 -2.98646 -13.45990 -5.06589 -0.07244 -18.59822 15.61176
-17.00000 306.00000 50000.00000 639.00000 963213.26824 -3.36564 27.83974 -31.20538 -15.22981 -7.31726 -0.07117 -22.61824 -8.58714
-17.00000 307.00000 50000.00000 524.00000 963212.50398 -4.12991 32.16766 -36.29757 -15.27593 -8.97252 -0.06971 -24.31816 -11.97941
-17.00000 308.00000 50000.00000 643.00000 963214.99174 -1.64215 38.06933 -39.71148 -13.64593 -7.30248 -0.06774 -21.01614 -18.69534
-17.00000 309.00000 50000.00000 751.00000 963218.73294 2.09906 43.26959 -41.17053 -11.14943 -5.21220 -0.06531 -16.42695 -24.74358
-17.00000 310.00000 50000.00000 561.00000 963211.92059 -4.71330 39.76831 -44.48161 -8.92142 -4.01792 -0.06274 -13.00207 -31.47953
-17.00000 311.00000 50000.00000 744.00000 963198.19253 -18.44136 49.79901 -68.24036 -7.23465 -3.46725 -0.06029 -10.76219 -57.47818
-17.00000 312.00000 50000.00000 859.00000 963197.04079 -19.59309 58.67967 -78.27277 -6.83927 -3.09048 -0.05811 -9.98786 -68.28490
-17.00000 313.00000 50000.00000 881.00000 963196.19972 -20.43417 55.76894 -76.20311 -8.28577 -2.82801 -0.05624 -11.17001 -65.03310
-17.00000 314.00000 50000.00000 559.00000 963190.00431 -26.62957 40.16853 -66.79810 -9.87578 -2.65285 -0.05467 -12.58329 -54.21481
-17.00000 315.00000 50000.00000 679.00000 963194.78712 -21.84677 42.87403 -64.72079 -11.41844 -2.54667 -0.05341 -14.01852 -50.70227
-17.00000 316.00000 50000.00000 912.00000 963202.13183 -14.50206 54.53822 -69.04028 -13.00759 -2.50162 -0.05255 -15.56176 -53.47852
-17.00000 317.00000 50000.00000 880.00000 963200.74600 -15.88789 49.61059 -65.49847 -12.31446 -2.52578 -0.05231 -14.89254 -50.60593
-17.00000 318.00000 50000.00000 602.00000 963210.44173 -6.19215 27.49307 -33.68523 -11.02412 -2.65830 -0.05312 -13.73554 -19.94968
-17.00000 319.00000 50000.00000 362.00000 963217.55668 0.92279 2.01790 -1.09510 -11.46736 -3.02439 -0.05541 -14.54716 13.45206
-17.00000 320.00000 50000.00000 411.00000 963215.32422 -1.30966 -16.96237 15.65270 -19.28970 -4.16181 -0.05791 -23.50942 39.16213
-17.00000 321.00000 50000.00000 -17.00000 963210.60039 -6.03350 -60.24134 54.20784 -40.34674 -10.76681 -0.05661 -51.17015 105.37799
-17.00000 322.00000 50000.00000 -2352.00000 963203.47884 -13.15505 -146.00589 132.85085 -55.11354 -15.15404 -0.05150 -70.31908 203.16993
-17.00000 323.00000 50000.00000 -2584.00000 963203.21955 -13.41434 -207.11486 193.70053 -49.15650 -9.12747 -0.04661 -58.33058 252.03111
-17.00000 324.00000 50000.00000 -3588.00000 963209.56489 -7.06900 -249.92316 242.85416 -35.13207 -3.60544 -0.04321 -38.78072 281.63488
-17.00000 325.00000 50000.00000 -4307.00000 963208.10190 -8.53199 -291.83495 283.30296 -25.75844 -2.46342 -0.04087 -28.26272 311.56568
-17.00000 326.00000 50000.00000 -4426.00000 963210.37883 -6.25506 -310.40173 304.14667 -23.04222 -2.00889 -0.03912 -25.09023 329.23690
-17.00000 327.00000 50000.00000 -4554.00000 963211.12166 -5.51223 -318.91798 313.40575 -22.47100 -1.76152 -0.03771 -24.27024 337.67600
-17.00000 328.00000 50000.00000 -4684.00000 963210.85104 -5.78285 -322.77949 316.99664 -22.00557 -1.60278 -0.03651 -23.64486 340.64150
-17.00000 329.00000 50000.00000 -4893.00000 963212.23409 -4.39979 -319.23933 314.83954 -19.24205 -1.48918 -0.03544 -20.76668 335.60621
-17.00000 330.00000 50000.00000 -4881.00000 963212.07609 -4.55779 -274.24582 269.68803 -12.45217 -1.40157 -0.03447 -13.88821 283.57624
-16.00000 270.00000 50000.00000 -4483.00000 963158.60603 -8.71253 -252.38850 243.67597 -4.19232 -1.12164 -0.04142 -5.35537 249.03135
-16.00000 271.00000 50000.00000 -4348.00000 963161.54748 -5.77108 -294.09950 288.32842 -5.06061 -1.15504 -0.04285 -6.25850 294.58692
-16.00000 272.00000 50000.00000 -4470.00000 963160.80773 -6.51083 -308.56103 302.05019 -5.31962 -1.19082 -0.04439 -6.55484 308.60503
-16.00000 273.00000 50000.00000 -4165.00000 963159.87295 -7.44561 -313.55860 306.11299 -5.44775 -1.22932 -0.04606 -6.72313 312.83611
-16.00000 274.00000 50000.00000 -4642.00000 963159.12891 -8.18966 -329.63942 321.44976 -5.50885 -1.27091 -0.04786 -6.82763 328.27739
-16.00000 275.00000 50000.00000 -4788.00000 963158.22380 -9.09476 -338.84174 329.74698 -5.65366 -1.31610 -0.04981 -7.01957 336.76655
-16.00000 276.00000 50000.00000 -4743.00000 963158.27527 -9.04329 -340.20322 331.15993 -5.81090 -1.36550 -0.05192 -7.22832 338.38825
-16.00000 277.00000 50000.00000 -4855.00000 963158.27839 -9.04017 -340.14758 331.10741 -6.30786 -1.41996 -0.05421 -7.78203 338.88944
-16.00000 278.00000 50000.00000 -4651.00000 963160.72203 -6.59653 -333.92177 327.32524 -6.96190 -1.48067 -0.05669 -8.49925 335.82449
-16.00000 279.00000 50000.00000 -4587.00000 963164.84482 -2.47375 -327.33462 324.86087 -7.33862 -1.54929 -0.05938 -8.94729 333.80816
-16.00000 280.00000 50000.00000 -4732.00000 963165.03523 -2.28333 -320.13503 317.85170 -8.00529 -1.62833 -0.06233 -9.69595 327.54765
-16.00000 281.00000 50000.00000 -4316.00000 963171.45613 4.13756 -295.54365 299.68121 -9.21554 -1.72157 -0.06560 -11.00270 310.68392
-16.00000 282.00000 50000.00000 -3404.00000 963178.64488 11.32631 -253.71288 265.03920 -10.51150 -1.83331 -0.06933 -12.41414 277.45334
-16.00000 283.00000 50000.00000 -2468.00000 963177.36943 10.05087 -218.21042 228.26129 -11.54227 -1.96176 -0.07376 -13.57779 241.83907
-16.00000 284.00000 50000.00000 -3779.00000 963139.60638 -27.71219 -216.33647 188.62428 -11.19425 -2.09544 -0.07935 -13.36904 201.99332
-16.00000 285.00000 50000.00000 -3257.00000 963136.27390 -31.04466 -161.50492 130.46026 -10.37463 -2.24812 -0.08692 -12.70967 143.16992
-16.00000 286.00000 50000.00000 142.00000 963213.02996 45.71140 -23.16173 68.87313 -10.37917 -2.46626 -0.09807 -12.94349 81.81662
-16.00000 287.00000 50000.00000 1637.00000 963242.49116 75.17260 117.25823 -42.08563 -10.40540 -2.82050 -0.11581 -13.34171 -28.74391
-16.00000 288.00000 50000.00000 3529.00000 963251.51768 84.19912 256.37358 -172.17446 -10.42715 -3.48318 -0.14597 -14.05630 -158.11816
-16.00000 289.00000 50000.00000 4550.00000 963267.77571 100.45714 345.80475 -245.34761 -11.07478 -4.92054 -0.19861 -16.19394 -229.15367
-16.00000 290.00000 50000.00000 3902.00000 963258.82818 91.50962 348.93473 -257.42511 -13.39565 -9.27767 -0.29668 -22.97000 -234.45511
-16.00000 291.00000 50000.00000 3815.00000 963267.51966 100.20109 330.09299 -229.89190 -15.12926 -17.34529 -0.69884 -33.17339 -196.71851
-16.00000 292.00000 50000.00000 2231.00000 963238.20030 70.88173 225.78580 -154.90407 -13.60095 -16.51597 -0.70870 -30.82562 -124.07844
-16.00000 293.00000 50000.00000 1822.00000 963188.07750 20.75894 149.36122 -128.60228 -11.95843 -11.78456 -0.32003 -24.06302 -104.53925
-16.00000 294.00000 50000.00000 224.00000 963144.26681 -23.05176 58.99071 -82.04247 -13.22106 -14.91458 -0.22510 -28.36074 -53.68173
-16.00000 295.00000 50000.00000 175.00000 963142.84051 -24.47805 25.46606 -49.94411 -14.72277 -15.89371 -0.17076 -30.78724 -19.15687
-16.00000 296.00000 50000.00000 188.00000 963171.77782 4.45926 15.41752 -10.95826 -14.67664 -12.78968 -0.13851 -27.60482 16.64656
-16.00000 297.00000 50000.00000 298.00000 963194.56367 27.24511 16.24441 11.00069 -12.73927 -8.26900 -0.11901 -21.12728 32.12797
-16.00000 298.00000 50000.00000 455.00000 963205.30352 37.98496 19.68810 18.29686 -9.50656 -4.86461 -0.10576 -14.47693 32.77379
-16.00000 299.00000 50000.00000 348.00000 963205.49330 38.17473 13.89194 24.28280 -8.04965 -3.89731 -0.09559 -12.04256 36.32535
-16.00000 300.00000 50000.00000 222.00000 963193.47828 26.15972 6.93663 19.22309 -8.61427 -3.41395 -0.08762 -12.11585 31.33894
-16.00000 301.00000 50000.00000 219.00000 963187.70123 20.38266 4.92678 15.45588 -10.18005 -3.18788 -0.08156 -13.44949 28.90537
-16.00000 302.00000 50000.00000 130.00000 963175.40014 8.08158 -1.12680 9.20838 -11.20213 -3.09847 -0.07706 -14.37766 23.58605
-16.00000 303.00000 50000.00000 155.00000 963164.74770 -2.57087 -1.48654 -1.08433 -10.34366 -3.09897 -0.07376 -13.51640 12.43207
-16.00000 304.00000 50000.00000 150.00000 963172.86225 5.54369 1.75635 3.78734 -10.07459 -3.20423 -0.07132 -13.35014 17.13748
-16.00000 305.00000 50000.00000 323.00000 963166.59838 -0.72019 13.68055 -14.40074 -12.23239 -3.51064 -0.06942 -15.81245 1.41171
-16.00000 306.00000 50000.00000 383.00000 963159.17308 -8.14548 21.59899 -29.74447 -13.96672 -4.44156 -0.06780 -18.47607 -11.26840
-16.00000 307.00000 50000.00000 461.00000 963159.52403 -7.79453 24.21781 -32.01235 -13.93000 -4.84995 -0.06620 -18.84615 -13.16620
-16.00000 308.00000 50000.00000 345.00000 963165.67086 -1.64771 21.29012 -22.93782 -11.41017 -4.08684 -0.06448 -15.56149 -7.37633
-16.00000 309.00000 50000.00000 535.00000 963171.69410 4.37554 30.85522 -26.47969 -8.35074 -3.43544 -0.06263 -11.84881 -14.63088
-16.00000 310.00000 50000.00000 725.00000 963165.97015 -1.34841 43.86296 -45.21137 -7.05831 -3.12168 -0.06073 -10.24071 -34.97066
-16.00000 311.00000 50000.00000 822.00000 963155.08862 -12.22994 57.08160 -69.31154 -6.42188 -2.89846 -0.05886 -9.37921 -59.93233
-16.00000 312.00000 50000.00000 1233.00000 963151.65997 -15.65859 72.62272 -88.28131 -6.48382 -2.72542 -0.05711 -9.26635 -79.01496
-16.00000 313.00000 50000.00000 861.00000 963148.28924 -19.02933 55.34324 -74.37257 -7.67915 -2.59073 -0.05550 -10.32538 -64.04718
-16.00000 314.00000 50000.00000 497.00000 963149.64224 -17.67632 36.61417 -54.29049 -9.19299 -2.49077 -0.05407 -11.73783 -42.55266
-16.00000 315.00000 50000.00000 463.00000 963148.87122 -18.44734 33.26247 -51.70981 -10.58043 -2.42452 -0.05282 -13.05776 -38.65204
-16.00000 316.00000 50000.00000 767.00000 963152.31787 -15.00070 44.24924 -59.24993 -11.35642 -2.39489 -0.05179 -13.80311 -45.44683
-16.00000 317.00000 50000.00000 859.00000 963150.83425 -16.48431 48.59213 -65.07645 -11.09082 -2.41385 -0.05104 -13.55571 -51.52074
-16.00000 318.00000 50000.00000 917.00000 963161.43440 -5.88416 41.15627 -47.04043 -10.57292 -2.51541 -0.05062 -13.13895 -33.90148
-16.00000 319.00000 50000.00000 437.00000 963173.43100 6.11244 10.24220 -4.12976 -10.52470 -2.80575 -0.05044 -13.38089 9.25113
-16.00000 320.00000 50000.00000 138.00000 963163.18681 -4.13175 -21.12380 16.99204 -15.17213 -3.77790 -0.05003 -19.00006 35.99211
-16.00000 321.00000 50000.00000 47.00000 963172.40631 5.08775 -56.18082 61.26857 -36.34589 -9.33674 -0.04877 -45.73140 106.99998
-16.00000 322.00000 50000.00000 -38.00000 963161.71773 -5.60083 -118.38585 112.78502 -54.23218 -14.65551 -0.04666 -68.93435 181.71937
-16.00000 323.00000 50000.00000 -4079.00000 963136.23095 -31.08761 -242.32155 211.23394 -49.01949 -10.18574 -0.04433 -59.24957 270.48351
-16.00000 324.00000 50000.00000 -4165.00000 963152.43189 -14.88667 -282.18823 267.30156 -35.34744 -4.04498 -0.04225 -39.43466 306.73622
-16.00000 325.00000 50000.00000 -4339.00000 963161.99773 -5.32083 -302.65581 297.33498 -25.80919 -2.54395 -0.04050 -28.39363 325.72861
-16.00000 326.00000 50000.00000 -4460.00000 963162.14616 -5.17241 -313.93207 308.75967 -23.42075 -2.02995 -0.03902 -25.48972 334.24939
-16.00000 327.00000 50000.00000 -4643.00000 963161.46434 -5.85422 -321.55771 315.70349 -22.82283 -1.76751 -0.03774 -24.62808 340.33157
-16.00000 328.00000 50000.00000 -4682.00000 963161.68698 -5.63159 -324.02175 318.39016 -21.95194 -1.60294 -0.03659 -23.59147 341.98164
-16.00000 329.00000 50000.00000 -4816.00000 963161.66143 -5.65713 -319.90327 314.24613 -18.91614 -1.48661 -0.03555 -20.43830 334.68444
-16.00000 330.00000 50000.00000 -4999.00000 963161.73251 -5.58606 -278.15220 272.56614 -12.07679 -1.39769 -0.03459 -13.50907 286.07521
-15.00000 270.00000 50000.00000 -4178.00000 963115.60333 -5.08398 -244.07522 238.99124 -4.06672 -1.12896 -0.04213 -5.23781 244.22905
-15.00000 271.00000 50000.00000 -4254.00000 963114.29082 -6.39650 -288.08880 281.69230 -4.91192 -1.16355 -0.04366 -6.11913 287.81143
-15.00000 272.00000 50000.00000 -3928.00000 963111.86135 -8.82597 -298.01933 289.19335 -5.42875 -1.20076 -0.04532 -6.67484 295.86819
-15.00000 273.00000 50000.00000 -4649.00000 963111.33719 -9.35013 -321.17258 311.82245 -5.84110 -1.24098 -0.04713 -7.12921 318.95166
-15.00000 274.00000 50000.00000 -4755.00000 963110.74882 -9.93850 -334.49164 324.55314 -6.04823 -1.28467 -0.04910 -7.38200 331.93514
-15.00000 275.00000 50000.00000 -4861.00000 963109.18308 -11.50424 -342.41154 330.90730 -6.29758 -1.33244 -0.05124 -7.68126 338.58856
-15.00000 276.00000 50000.00000 -4818.00000 963111.13879 -9.54853 -343.85845 334.30992 -6.51773 -1.38511 -0.05357 -7.95641 342.26634
-15.00000 277.00000 50000.00000 -4837.00000 963110.92624 -9.76108 -344.10249 334.34141 -6.81279 -1.44381 -0.05611 -8.31272 342.65413
-15.00000 278.00000 50000.00000 -4873.00000 963112.55853 -8.12879 -340.78966 332.66086 -7.13978 -1.51026 -0.05887 -8.70890 341.36977
-15.00000 279.00000 50000.00000 -4752.00000 963116.73174 -3.95558 -331.80327 327.84769 -7.40219 -1.58720 -0.06185 -9.05124 336.89893
-15.00000 280.00000 50000.00000 -4550.00000 963123.33368 2.64636 -317.76500 320.41136 -8.04816 -1.67955 -0.06509 -9.79279 330.20415
-15.00000 281.00000 50000.00000 -4373.00000 963126.64073 5.95341 -297.81695 303.77036 -8.93161 -1.79789 -0.06862 -10.79812 314.56848
-15.00000 282.00000 50000.00000 -3838.00000 963125.44638 4.75906 -262.15722 266.91628 -10.63612 -1.97010 -0.07255 -12.67876 279.59505
-15.00000 283.00000 50000.00000 -3672.00000 963097.41045 -23.27687 -212.63396 189.35709 -12.79422 -2.22789 -0.07711 -15.09921 204.45631
-15.00000 284.00000 50000.00000 -1540.00000 963102.96459 -17.72273 -111.39446 93.67173 -12.96913 -2.38434 -0.08278 -15.43625 109.10798
-15.00000 285.00000 50000.00000 527.00000 963178.04546 57.35814 23.40163 33.95652 -11.56136 -2.46015 -0.09060 -14.11211 48.06862
-15.00000 286.00000 50000.00000 3384.00000 963223.22346 102.53614 213.52165 -110.98551 -10.49643 -2.69227 -0.10278 -13.29147 -97.69404
-15.00000 287.00000 50000.00000 4874.00000 963211.89501 91.20769 335.12179 -243.91410 -10.12638 -3.16427 -0.12469 -13.41534 -230.49877
-15.00000 288.00000 50000.00000 4713.00000 963220.36424 99.67692 368.06594 -268.38902 -10.57997 -4.32903 -0.17100 -15.08000 -253.30902
-15.00000 289.00000 50000.00000 4318.00000 963218.63088 97.94357 370.52817 -272.58460 -14.18382 -9.99245 -0.28543 -24.46170 -248.12290
-15.00000 290.00000 50000.00000 4113.00000 963230.43136 109.74404 355.66540 -245.92137 -16.57955 -21.05720 -0.54157 -38.17832 -207.74304
-15.00000 291.00000 50000.00000 4979.00000 963234.15430 113.46698 338.50596 -225.03898 -15.69050 -29.78955 -0.96852 -46.44856 -178.59041
