# Generated by process-sam-gravity-data.ipynb on 17 January 2016 20:04:32 UTC
# shape (nlat, nlon):
# 81 61
# lat lon height topo gravity disturbance topo_effect bouguer upper_sediment middle_sediment lower_sediment total_sediment sedfree_bouguer
-46.00000 281.00000 50000.00000 -3019.00000 965470.57156 8.41768 -242.93255 251.35023 -10.59637 -1.31814 -0.03162 -11.94612 263.29635
-46.00000 282.00000 50000.00000 -2875.00000 965473.55647 11.40258 -228.61987 240.02245 -11.46088 -1.38257 -0.03220 -12.87565 252.89809
-46.00000 283.00000 50000.00000 -3154.00000 965471.70338 9.54949 -215.95702 225.50651 -13.46954 -1.45784 -0.03281 -14.96019 240.46669
-46.00000 284.00000 50000.00000 -2597.00000 965470.34052 8.18663 -172.42630 180.61293 -15.36169 -1.55150 -0.03342 -16.94661 197.55954
-46.00000 285.00000 50000.00000 28.00000 965481.33210 19.17821 -86.85414 106.03235 -15.82319 -1.71068 -0.03403 -17.56790 123.60025
-46.00000 286.00000 50000.00000 20.00000 965494.35064 32.19675 -41.19796 73.39470 -13.95733 -1.86865 -0.03462 -15.86060 89.25530
-46.00000 287.00000 50000.00000 814.00000 965497.07071 34.91682 6.98727 27.92955 -11.72301 -2.12693 -0.03515 -13.88510 41.81464
-46.00000 288.00000 50000.00000 938.00000 965496.05333 33.89944 34.58307 -0.68362 -15.23425 -3.04507 -0.03563 -18.31495 17.63133
-46.00000 289.00000 50000.00000 894.00000 965486.61658 24.46269 36.80728 -12.34459 -21.28957 -7.12080 -0.03602 -28.44639 16.10180
-46.00000 290.00000 50000.00000 613.00000 965482.94515 20.79126 21.52249 -0.73123 -24.15642 -13.36231 -0.03634 -37.55507 36.82384
-46.00000 291.00000 50000.00000 380.00000 965480.55446 18.40058 5.00714 13.39343 -25.34962 -17.70598 -0.03660 -43.09221 56.48564
-46.00000 292.00000 50000.00000 380.00000 965475.41914 13.26525 -6.29123 19.55648 -26.76961 -17.91828 -0.03681 -44.72470 64.28118
-46.00000 293.00000 50000.00000 -87.00000 965465.79564 3.64175 -25.65608 29.29783 -32.14330 -12.05712 -0.03700 -44.23742 73.53525
-46.00000 294.00000 50000.00000 -112.00000 965461.85763 -0.29626 -36.41757 36.12132 -36.63030 -5.48497 -0.03718 -42.15245 78.27376
-46.00000 295.00000 50000.00000 -70.00000 965465.01666 2.86277 -41.69069 44.55347 -36.90760 -3.09872 -0.03737 -40.04369 84.59715
-46.00000 296.00000 50000.00000 -111.00000 965467.17170 5.01781 -46.29738 51.31519 -37.56541 -2.59997 -0.03758 -40.20296 91.51815
-46.00000 297.00000 50000.00000 -106.00000 965470.63767 8.48378 -50.45377 58.93756 -38.78563 -2.58235 -0.03780 -41.40578 100.34334
-46.00000 298.00000 50000.00000 -98.00000 965469.59748 7.44359 -56.43451 63.87810 -40.49980 -2.83576 -0.03803 -43.37359 107.25169
-46.00000 299.00000 50000.00000 -135.00000 965471.28372 9.12984 -69.77767 78.90750 -41.99801 -3.50121 -0.03827 -45.53749 124.44499
-46.00000 300.00000 50000.00000 -608.00000 965467.67810 5.52421 -103.36999 108.89420 -45.00447 -5.40754 -0.03850 -50.45051 159.34471
-46.00000 301.00000 50000.00000 -1735.00000 965454.78791 -7.36598 -163.96030 156.59432 -50.55259 -12.43153 -0.03870 -63.02282 219.61714
-46.00000 302.00000 50000.00000 -3307.00000 965455.33045 -6.82343 -239.21871 232.39528 -54.22167 -18.19070 -0.03887 -72.45123 304.84651
-46.00000 303.00000 50000.00000 -4454.00000 965449.39502 -12.75887 -303.67468 290.91581 -54.25005 -12.97137 -0.03898 -67.26040 358.17621
-46.00000 304.00000 50000.00000 -5442.00000 965442.74909 -19.40480 -353.93887 334.53406 -52.25285 -6.07541 -0.03902 -58.36728 392.90134
-46.00000 305.00000 50000.00000 -5716.00000 965444.60040 -17.55349 -383.81671 366.26322 -47.71058 -4.01064 -0.03898 -51.76020 418.02342
-46.00000 306.00000 50000.00000 -5961.00000 965446.50266 -15.65123 -402.96046 387.30923 -43.42918 -3.19556 -0.03884 -46.66358 433.97280
-46.00000 307.00000 50000.00000 -6032.00000 965444.96493 -17.18896 -414.12572 396.93676 -43.26124 -2.80569 -0.03862 -46.10555 443.04231
-46.00000 308.00000 50000.00000 -6090.00000 965442.02323 -20.13066 -419.85565 399.72499 -46.59060 -2.60239 -0.03831 -49.23129 448.95628
-46.00000 309.00000 50000.00000 -6026.00000 965441.49091 -20.66298 -420.01213 399.34915 -50.85548 -2.51721 -0.03793 -53.41061 452.75976
-46.00000 310.00000 50000.00000 -5864.00000 965439.44393 -22.70995 -415.86369 393.15374 -53.65049 -2.62496 -0.03748 -56.31293 449.46667
-46.00000 311.00000 50000.00000 -5696.00000 965439.84610 -22.30779 -409.87333 387.56554 -54.73733 -2.61094 -0.03699 -57.38525 444.95079
-46.00000 312.00000 50000.00000 -5546.00000 965441.93835 -20.21554 -403.80540 383.58986 -55.28378 -2.52117 -0.03645 -57.84140 441.43126
-46.00000 313.00000 50000.00000 -5400.00000 965443.63827 -18.51562 -398.30335 379.78773 -55.98027 -2.70245 -0.03589 -58.71860 438.50634
-46.00000 314.00000 50000.00000 -5339.00000 965446.35278 -15.80111 -393.73606 377.93495 -58.45093 -3.56559 -0.03531 -62.05182 439.98677
-46.00000 315.00000 50000.00000 -5215.00000 965446.55695 -15.59694 -388.62152 373.02458 -60.94876 -5.72555 -0.03471 -66.70902 439.73360
-46.00000 316.00000 50000.00000 -5175.00000 965447.00981 -15.14407 -387.27454 372.13047 -61.35785 -7.74203 -0.03411 -69.13399 441.26446
-46.00000 317.00000 50000.00000 -5375.00000 965442.80790 -19.34598 -392.31403 372.96805 -60.89479 -7.98814 -0.03351 -68.91644 441.88449
-46.00000 318.00000 50000.00000 -5450.00000 965439.98952 -22.16436 -395.59197 373.42761 -59.53590 -7.82782 -0.03291 -67.39663 440.82424
-46.00000 319.00000 50000.00000 -5476.00000 965439.05651 -23.09738 -394.91567 371.81829 -58.28883 -7.91780 -0.03233 -66.23896 438.05725
-46.00000 320.00000 50000.00000 -5274.00000 965440.58650 -21.56739 -390.45080 368.88341 -57.10056 -6.20944 -0.03175 -63.34176 432.22517
-46.00000 321.00000 50000.00000 -5312.00000 965440.68386 -21.47003 -390.80630 369.33628 -54.20049 -3.62439 -0.03119 -57.85606 427.19234
-46.00000 322.00000 50000.00000 -5366.00000 965442.08167 -20.07222 -393.25347 373.18125 -49.26025 -2.33758 -0.03064 -51.62847 424.80972
-46.00000 323.00000 50000.00000 -5431.00000 965441.38859 -20.76530 -395.26396 374.49866 -42.79450 -1.87255 -0.03011 -44.69715 419.19581
-46.00000 324.00000 50000.00000 -5572.00000 965441.34634 -20.80755 -396.40651 375.59897 -36.53263 -1.64726 -0.02959 -38.20949 413.80845
-46.00000 325.00000 50000.00000 -5681.00000 965441.55749 -20.59640 -392.65076 372.05437 -31.80004 -1.51082 -0.02909 -33.33996 405.39432
-46.00000 326.00000 50000.00000 -5317.00000 965444.18037 -17.97352 -379.26977 361.29625 -28.70203 -1.41600 -0.02861 -30.14665 391.44290
-46.00000 327.00000 50000.00000 -5062.00000 965449.02877 -13.12511 -365.06877 351.94365 -26.84537 -1.34393 -0.02815 -28.21744 380.16109
-46.00000 328.00000 50000.00000 -5135.00000 965450.24137 -11.91252 -353.44011 341.52759 -25.06965 -1.28574 -0.02770 -26.38308 367.91067
-46.00000 329.00000 50000.00000 -5144.00000 965453.65158 -8.50230 -333.21270 324.71040 -22.42714 -1.23677 -0.02726 -23.69117 348.40157
-46.00000 330.00000 50000.00000 -5058.00000 965458.80432 -3.34957 -273.36503 270.01546 -15.62888 -1.19434 -0.02684 -16.85006 286.86552
-45.00000 270.00000 50000.00000 -4200.00000 965372.35263 1.07482 -224.32787 225.40269 -3.94129 -0.96754 -0.02706 -4.93589 230.33858
-45.00000 271.00000 50000.00000 -3962.00000 965373.26589 1.98809 -263.95968 265.94776 -4.49563 -0.98777 -0.02742 -5.51082 271.45858
-45.00000 272.00000 50000.00000 -4015.00000 965373.53839 2.26058 -274.37693 276.63751 -4.78700 -1.00927 -0.02778 -5.82405 282.46156
-45.00000 273.00000 50000.00000 -3792.00000 965375.41385 4.13605 -274.97211 279.10817 -4.99326 -1.03222 -0.02816 -6.05363 285.16180
-45.00000 274.00000 50000.00000 -3875.00000 965375.38654 4.10874 -275.70428 279.81302 -5.21533 -1.05684 -0.02854 -6.30072 286.11373
-45.00000 275.00000 50000.00000 -3813.00000 965376.16218 4.88438 -270.61167 275.49605 -5.60897 -1.08342 -0.02895 -6.72134 282.21739
-45.00000 276.00000 50000.00000 -3532.00000 965374.89233 3.61452 -260.65855 264.27308 -5.90002 -1.11232 -0.02936 -7.04171 271.31479
-45.00000 277.00000 50000.00000 -3555.00000 965377.66187 6.38407 -261.78122 268.16529 -6.16223 -1.14402 -0.02979 -7.33604 275.50133
-45.00000 278.00000 50000.00000 -3636.00000 965376.98652 5.70871 -264.33533 270.04404 -6.82924 -1.17913 -0.03024 -8.03861 278.08265
-45.00000 279.00000 50000.00000 -3918.00000 965375.99247 4.71467 -267.47273 272.18740 -7.94522 -1.21851 -0.03071 -9.19443 281.38183
-45.00000 280.00000 50000.00000 -3660.00000 965375.90109 4.62329 -257.12948 261.75277 -9.69062 -1.26331 -0.03119 -10.98512 272.73788
-45.00000 281.00000 50000.00000 -2469.00000 965380.65231 9.37451 -230.35774 239.73225 -10.76885 -1.31514 -0.03168 -12.11568 251.84793
-45.00000 282.00000 50000.00000 -2706.00000 965386.06156 14.78376 -222.51324 237.29700 -11.34016 -1.37642 -0.03219 -12.74877 250.04578
-45.00000 283.00000 50000.00000 -2950.00000 965381.39157 10.11376 -216.84215 226.95592 -13.62907 -1.45148 -0.03271 -15.11326 242.06918
-45.00000 284.00000 50000.00000 -3319.00000 965374.01925 2.74145 -186.86947 189.61091 -17.97173 -1.55153 -0.03323 -19.55648 209.16740
-45.00000 285.00000 50000.00000 -66.00000 965381.94808 10.67028 -94.37699 105.04727 -21.22776 -1.72142 -0.03374 -22.98292 128.03019
-45.00000 286.00000 50000.00000 -1.00000 965395.87880 24.60100 -49.82194 74.42294 -18.21094 -1.87565 -0.03423 -20.12082 94.54376
-45.00000 287.00000 50000.00000 174.00000 965402.02070 30.74290 -17.55247 48.29536 -12.72041 -2.06729 -0.03470 -14.82240 63.11777
-45.00000 288.00000 50000.00000 656.00000 965409.74974 38.47194 15.51168 22.96026 -12.44476 -2.65571 -0.03514 -15.13561 38.09587
-45.00000 289.00000 50000.00000 784.00000 965402.94951 31.67170 28.57294 3.09876 -16.88235 -4.92962 -0.03554 -21.84751 24.94628
-45.00000 290.00000 50000.00000 554.00000 965396.04174 24.76394 20.87943 3.88451 -20.39304 -8.31849 -0.03590 -28.74743 32.63194
-45.00000 291.00000 50000.00000 403.00000 965393.92046 22.64265 9.05703 13.58562 -21.35176 -8.13844 -0.03622 -29.52642 43.11204
-45.00000 292.00000 50000.00000 469.00000 965392.57445 21.29665 3.76695 17.52970 -21.75426 -5.35842 -0.03653 -27.14921 44.67891
-45.00000 293.00000 50000.00000 527.00000 965383.11247 11.83467 -4.76399 16.59867 -23.52654 -4.00908 -0.03682 -27.57243 44.17110
-45.00000 294.00000 50000.00000 16.00000 965374.31432 3.03652 -26.92982 29.96634 -26.37193 -3.65986 -0.03710 -30.06889 60.03523
-45.00000 295.00000 50000.00000 -90.00000 965374.21703 2.93923 -38.76298 41.70221 -30.80738 -3.12576 -0.03738 -33.97052 75.67273
-45.00000 296.00000 50000.00000 -73.00000 965375.90642 4.62862 -44.03346 48.66208 -35.39782 -2.56479 -0.03767 -38.00027 86.66235
-45.00000 297.00000 50000.00000 -88.00000 965378.10234 6.82454 -48.56026 55.38479 -37.78510 -2.54817 -0.03796 -40.37123 95.75602
-45.00000 298.00000 50000.00000 -88.00000 965378.94855 7.67075 -54.29524 61.96599 -39.39350 -2.76368 -0.03826 -42.19544 104.16143
-45.00000 299.00000 50000.00000 -97.00000 965384.53389 13.25609 -64.89693 78.15302 -41.32115 -3.28702 -0.03855 -44.64672 122.79975
-45.00000 300.00000 50000.00000 -162.00000 965377.14251 5.86471 -91.17074 97.03544 -44.63212 -4.70149 -0.03884 -49.37244 146.40788
-45.00000 301.00000 50000.00000 -1463.00000 965359.41942 -11.85838 -155.91206 144.05368 -50.12866 -9.81678 -0.03910 -59.98454 204.03822
-45.00000 302.00000 50000.00000 -3628.00000 965357.77654 -13.50126 -241.27365 227.77239 -54.38738 -16.33286 -0.03933 -70.75957 298.53196
-45.00000 303.00000 50000.00000 -4776.00000 965353.53007 -17.74774 -309.88311 292.13538 -54.98982 -14.58141 -0.03951 -69.61074 361.74611
-45.00000 304.00000 50000.00000 -5499.00000 965351.74044 -19.53736 -356.18605 336.64868 -53.96134 -8.19396 -0.03963 -62.19493 398.84361
-45.00000 305.00000 50000.00000 -5580.00000 965356.08618 -15.19162 -381.04598 365.85436 -50.89931 -4.94703 -0.03968 -55.88601 421.74037
-45.00000 306.00000 50000.00000 -5793.00000 965360.29747 -10.98033 -398.54064 387.56031 -46.69023 -3.50101 -0.03965 -50.23090 437.79121
-45.00000 307.00000 50000.00000 -5929.00000 965358.06880 -13.20901 -410.12803 396.91902 -44.91183 -2.94152 -0.03954 -47.89288 444.81190
-45.00000 308.00000 50000.00000 -5960.00000 965354.24515 -17.03265 -414.53911 397.50646 -47.15346 -2.67304 -0.03933 -49.86582 447.37228
-45.00000 309.00000 50000.00000 -5805.00000 965354.47383 -16.80397 -411.81874 395.01477 -50.96658 -2.54511 -0.03903 -53.55073 448.56550
-45.00000 310.00000 50000.00000 -5634.00000 965355.94512 -15.33268 -405.72867 390.39599 -53.64713 -2.56953 -0.03865 -56.25531 446.65130
-45.00000 311.00000 50000.00000 -5398.00000 965356.48700 -14.79081 -398.34539 383.55459 -54.76216 -2.61142 -0.03820 -57.41178 440.96637
-45.00000 312.00000 50000.00000 -5307.00000 965355.51734 -15.76046 -393.03498 377.27452 -55.22422 -2.60944 -0.03768 -57.87134 435.14585
-45.00000 313.00000 50000.00000 -5226.00000 965356.33025 -14.94755 -388.87722 373.92967 -55.50888 -2.74052 -0.03710 -58.28651 432.21617
-45.00000 314.00000 50000.00000 -5141.00000 965358.54455 -12.73325 -384.72733 371.99408 -57.35217 -3.44444 -0.03649 -60.83311 432.82719
-45.00000 315.00000 50000.00000 -5027.00000 965361.46422 -9.81358 -380.04977 370.23619 -59.93678 -5.77315 -0.03585 -65.74579 435.98198
-45.00000 316.00000 50000.00000 -4787.00000 965359.05021 -12.22759 -376.68058 364.45299 -61.66913 -9.67739 -0.03520 -71.38171 435.83470
-45.00000 317.00000 50000.00000 -5115.00000 965355.29314 -15.98466 -381.22500 365.24034 -62.62419 -12.55079 -0.03453 -75.20951 440.44985
-45.00000 318.00000 50000.00000 -5029.00000 965354.10668 -17.17113 -382.07168 364.90055 -62.53042 -13.79200 -0.03387 -76.35630 441.25685
-45.00000 319.00000 50000.00000 -5097.00000 965350.82872 -20.44909 -381.76361 361.31452 -62.04534 -13.64359 -0.03322 -75.72214 437.03667
-45.00000 320.00000 50000.00000 -4842.00000 965351.91489 -19.36291 -378.15643 358.79351 -61.17623 -10.19185 -0.03258 -71.40065 430.19417
-45.00000 321.00000 50000.00000 -5065.00000 965351.22829 -20.04951 -381.79803 361.74852 -59.29500 -5.39349 -0.03196 -64.72044 426.46897
-45.00000 322.00000 50000.00000 -5277.00000 965353.34348 -17.93433 -387.29531 369.36098 -55.38360 -2.79261 -0.03135 -58.20757 427.56854
-45.00000 323.00000 50000.00000 -5386.00000 965351.18206 -20.09574 -390.44226 370.34652 -49.23287 -2.01510 -0.03076 -51.27874 421.62526
-45.00000 324.00000 50000.00000 -5509.00000 965352.64626 -18.63155 -391.50741 372.87586 -42.22212 -1.70986 -0.03020 -43.96218 416.83805
-45.00000 325.00000 50000.00000 -5517.00000 965352.88544 -18.39236 -387.71866 369.32630 -35.97440 -1.54646 -0.02965 -37.55051 406.87681
-45.00000 326.00000 50000.00000 -5317.00000 965357.65116 -13.62664 -377.41012 363.78348 -31.18769 -1.44050 -0.02913 -32.65732 396.44080
-45.00000 327.00000 50000.00000 -5171.00000 965358.46795 -12.80986 -365.89798 353.08812 -27.92127 -1.36306 -0.02863 -29.31295 382.40107
-45.00000 328.00000 50000.00000 -5142.00000 965359.64705 -11.63075 -353.92709 342.29633 -25.57629 -1.30191 -0.02814 -26.90634 369.20267
-45.00000 329.00000 50000.00000 -5292.00000 965365.91228 -5.36552 -334.56175 329.19623 -22.86476 -1.25108 -0.02768 -24.14351 353.33974
-45.00000 330.00000 50000.00000 -5018.00000 965368.69579 -2.58201 -272.21110 269.62909 -15.84039 -1.20732 -0.02723 -17.07494 286.70403
-44.00000 270.00000 50000.00000 -4465.00000 965279.89296 -0.52279 -227.55036 227.02757 -3.59568 -0.97267 -0.02736 -4.59571 231.62328
-44.00000 271.00000 50000.00000 -3876.00000 965281.14059 0.72484 -260.86772 261.59256 -3.97358 -0.99308 -0.02772 -4.99438 266.58695
-44.00000 272.00000 50000.00000 -3713.00000 965283.53338 3.11763 -265.12646 268.24409 -4.22079 -1.01474 -0.02809 -5.26362 273.50771
-44.00000 273.00000 50000.00000 -3466.00000 965283.77754 3.36179 -263.45212 266.81391 -4.29332 -1.03781 -0.02847 -5.35960 272.17351
-44.00000 274.00000 50000.00000 -3559.00000 965283.88672 3.47097 -264.90343 268.37441 -4.33424 -1.06251 -0.02886 -5.42561 273.80002
-44.00000 275.00000 50000.00000 -3597.00000 965285.41916 5.00341 -264.73157 269.73498 -4.53409 -1.08911 -0.02926 -5.65246 275.38743
-44.00000 276.00000 50000.00000 -3349.00000 965284.97103 4.55528 -258.15794 262.71321 -4.76728 -1.11796 -0.02967 -5.91491 268.62813
-44.00000 277.00000 50000.00000 -3003.00000 965288.00425 7.58850 -248.21574 255.80424 -5.17006 -1.14952 -0.03009 -6.34968 262.15392
-44.00000 278.00000 50000.00000 -2707.00000 965288.82227 8.40651 -240.58900 248.99551 -5.95289 -1.18445 -0.03052 -7.16786 256.16338
-44.00000 279.00000 50000.00000 -3078.00000 965288.85011 8.43436 -247.54819 255.98254 -7.23780 -1.22368 -0.03097 -8.49245 264.47500
-44.00000 280.00000 50000.00000 -3656.00000 965289.36324 8.94749 -257.20407 266.15156 -9.23253 -1.26865 -0.03142 -10.53260 276.68416
-44.00000 281.00000 50000.00000 -3493.00000 965289.88294 9.46719 -251.91231 261.37950 -10.74204 -1.32176 -0.03189 -12.09570 273.47519
-44.00000 282.00000 50000.00000 -3416.00000 965290.07928 9.66352 -244.58836 254.25188 -12.28887 -1.38735 -0.03236 -13.70858 267.96046
-44.00000 283.00000 50000.00000 -3478.00000 965286.72856 6.31281 -235.06142 241.37423 -15.87963 -1.47390 -0.03284 -17.38636 258.76059
-44.00000 284.00000 50000.00000 -3500.00000 965280.96053 0.54478 -199.86906 200.41384 -20.83749 -1.59862 -0.03331 -22.46942 222.88326
-44.00000 285.00000 50000.00000 -152.00000 965284.53215 4.11640 -102.38757 106.50397 -24.09379 -1.79053 -0.03378 -25.91810 132.42207
-44.00000 286.00000 50000.00000 -196.00000 965292.33035 11.91460 -56.87111 68.78571 -20.52156 -2.04134 -0.03424 -22.59713 91.38284
-44.00000 287.00000 50000.00000 237.00000 965304.61442 24.19867 -20.79651 44.99518 -13.60451 -2.19898 -0.03469 -15.83818 60.83336
-44.00000 288.00000 50000.00000 842.00000 965318.38582 37.97006 19.85460 18.11546 -11.03987 -2.30613 -0.03511 -13.38112 31.49658
-44.00000 289.00000 50000.00000 930.00000 965316.53250 36.11675 38.97431 -2.85756 -13.42115 -2.62839 -0.03552 -16.08507 13.22750
-44.00000 290.00000 50000.00000 1106.00000 965312.87830 32.46255 43.07090 -10.60835 -15.77684 -3.56637 -0.03591 -19.37913 8.77078
-44.00000 291.00000 50000.00000 446.00000 965307.23572 26.81997 19.46537 7.35459 -15.24665 -3.63553 -0.03629 -18.91846 26.27306
-44.00000 292.00000 50000.00000 381.00000 965300.32248 19.90673 5.68359 14.22313 -14.64911 -2.86013 -0.03665 -17.54589 31.76903
-44.00000 293.00000 50000.00000 260.00000 965295.08432 14.66857 -6.72995 21.39852 -15.75532 -2.81038 -0.03701 -18.60271 40.00123
-44.00000 294.00000 50000.00000 308.00000 965290.04191 9.62616 -16.64113 26.26728 -18.59048 -3.10217 -0.03737 -21.73002 47.99731
-44.00000 295.00000 50000.00000 -61.00000 965285.40377 4.98802 -33.91219 38.90021 -24.69686 -2.91620 -0.03774 -27.65080 66.55101
-44.00000 296.00000 50000.00000 -87.00000 965282.89706 2.48131 -42.00379 44.48510 -32.22160 -2.50672 -0.03811 -34.76642 79.25152
-44.00000 297.00000 50000.00000 -88.00000 965285.92627 5.51052 -46.76159 52.27211 -35.94807 -2.54874 -0.03848 -38.53530 90.80741
-44.00000 298.00000 50000.00000 -75.00000 965286.22801 5.81226 -51.96190 57.77416 -36.98400 -2.76590 -0.03887 -39.78878 97.56294
-44.00000 299.00000 50000.00000 -111.00000 965291.72591 11.31016 -61.06780 72.37795 -39.47062 -3.20317 -0.03926 -42.71305 115.09100
-44.00000 300.00000 50000.00000 -45.00000 965288.84239 8.42664 -83.41904 91.84568 -43.14616 -4.19124 -0.03964 -47.37704 139.22272
-44.00000 301.00000 50000.00000 -1808.00000 965277.36589 -3.04986 -146.67039 143.62053 -48.56187 -7.22452 -0.04001 -55.82640 199.44694
-44.00000 302.00000 50000.00000 -2421.00000 965278.15034 -2.26541 -211.10232 208.83691 -53.72356 -15.06019 -0.04035 -68.82410 277.66101
-44.00000 303.00000 50000.00000 -4515.00000 965267.16407 -13.25168 -289.74139 276.48971 -55.27190 -18.29879 -0.04065 -73.61134 350.10105
-44.00000 304.00000 50000.00000 -5164.00000 965263.56041 -16.85534 -341.13908 324.28374 -54.91208 -12.51609 -0.04090 -67.46907 391.75281
-44.00000 305.00000 50000.00000 -5430.00000 965268.00119 -12.41457 -370.69340 358.27883 -53.46237 -6.87471 -0.04107 -60.37816 418.65699
-44.00000 306.00000 50000.00000 -5622.00000 965269.17892 -11.23683 -390.47787 379.24104 -50.77227 -4.12359 -0.04116 -54.93702 434.17806
-44.00000 307.00000 50000.00000 -5914.00000 965265.80397 -14.61178 -404.61034 389.99856 -48.16904 -3.23791 -0.04115 -51.44810 441.44666
-44.00000 308.00000 50000.00000 -5813.00000 965266.92802 -13.48773 -407.62802 394.14029 -47.86718 -2.85238 -0.04102 -50.76058 444.90087
-44.00000 309.00000 50000.00000 -5558.00000 965268.42036 -11.99539 -402.90873 390.91334 -49.37065 -2.65270 -0.04078 -52.06414 442.97748
-44.00000 310.00000 50000.00000 -5348.00000 965270.32065 -10.09510 -396.73154 386.63643 -50.89165 -2.55845 -0.04042 -53.49052 440.12695
-44.00000 311.00000 50000.00000 -5239.00000 965272.25011 -8.16564 -391.51912 383.35348 -51.25929 -2.57670 -0.03995 -53.87594 437.22942
-44.00000 312.00000 50000.00000 -5101.00000 965272.55719 -7.85857 -386.73343 378.87486 -51.25005 -2.60658 -0.03938 -53.89601 432.77087
-44.00000 313.00000 50000.00000 -5154.00000 965272.57775 -7.83800 -384.79576 376.95776 -51.96810 -2.69940 -0.03873 -54.70624 431.66399
-44.00000 314.00000 50000.00000 -5100.00000 965271.41649 -8.99926 -382.10497 373.10571 -54.35817 -3.09168 -0.03803 -57.48788 430.59359
-44.00000 315.00000 50000.00000 -5009.00000 965270.56566 -9.85009 -379.52079 369.67070 -57.91121 -4.12368 -0.03729 -62.07218 431.74289
-44.00000 316.00000 50000.00000 -5157.00000 965267.93259 -12.48316 -380.66132 368.17815 -61.20493 -7.35435 -0.03653 -68.59582 436.77397
-44.00000 317.00000 50000.00000 -5020.00000 965263.26277 -17.15298 -380.22876 363.07579 -63.10710 -12.04690 -0.03576 -75.18976 438.26554
-44.00000 318.00000 50000.00000 -5144.00000 965260.66025 -19.75550 -382.01450 362.25900 -63.28525 -14.97147 -0.03500 -78.29172 440.55071
-44.00000 319.00000 50000.00000 -5161.00000 965257.04446 -23.37129 -382.42972 359.05843 -62.89294 -14.20633 -0.03425 -77.13352 436.19196
-44.00000 320.00000 50000.00000 -5128.00000 965258.54789 -21.86786 -381.70458 359.83673 -62.02648 -10.19748 -0.03352 -72.25748 432.09421
-44.00000 321.00000 50000.00000 -5164.00000 965256.92817 -23.48758 -383.33461 359.84703 -60.18131 -5.56369 -0.03281 -65.77782 425.62485
-44.00000 322.00000 50000.00000 -5342.00000 965259.15895 -21.25680 -386.89385 365.63704 -55.82277 -2.86140 -0.03213 -58.71630 424.35334
-44.00000 323.00000 50000.00000 -5314.00000 965258.59717 -21.81858 -386.44973 364.63115 -49.21137 -2.05406 -0.03147 -51.29690 415.92805
-44.00000 324.00000 50000.00000 -5254.00000 965261.92131 -18.49444 -383.40984 364.91539 -42.22400 -1.73688 -0.03085 -43.99173 408.90713
-44.00000 325.00000 50000.00000 -5273.00000 965263.65022 -16.76553 -378.82347 362.05794 -35.75257 -1.56764 -0.03025 -37.35045 399.40840
-44.00000 326.00000 50000.00000 -5057.00000 965265.90820 -14.50755 -370.43872 355.93117 -30.09862 -1.45844 -0.02967 -31.58674 387.51791
-44.00000 327.00000 50000.00000 -5210.00000 965267.57610 -12.83965 -363.72088 350.88123 -26.63844 -1.37897 -0.02913 -28.04654 378.92777
-44.00000 328.00000 50000.00000 -4899.00000 965271.87627 -8.53948 -347.56748 339.02800 -25.19622 -1.31637 -0.02860 -26.54119 365.56919
-44.00000 329.00000 50000.00000 -4943.00000 965276.19368 -4.22207 -323.38032 319.15825 -23.02536 -1.26439 -0.02810 -24.31785 343.47610
-44.00000 330.00000 50000.00000 -4357.00000 965279.94046 -0.47529 -258.42585 257.95056 -15.97226 -1.21964 -0.02762 -17.21953 275.17009
-43.00000 270.00000 50000.00000 -4034.00000 965187.43621 -2.24220 -217.93885 215.69665 -3.30524 -0.97769 -0.02768 -4.31061 220.00726
-43.00000 271.00000 50000.00000 -4004.00000 965190.12353 0.44513 -256.79801 257.24314 -3.51549 -0.99830 -0.02805 -4.54184 261.78498
-43.00000 272.00000 50000.00000 -3710.00000 965193.03808 3.35968 -261.64081 265.00049 -3.71182 -1.02014 -0.02842 -4.76039 269.76088
-43.00000 273.00000 50000.00000 -3629.00000 965193.76085 4.08244 -261.10832 265.19076 -3.76025 -1.04338 -0.02881 -4.83244 270.02320
-43.00000 274.00000 50000.00000 -3337.00000 965194.19770 4.51930 -257.47702 261.99632 -3.80550 -1.06823 -0.02920 -4.90292 266.89924
-43.00000 275.00000 50000.00000 -3414.00000 965193.23024 3.55183 -259.80463 263.35646 -3.94786 -1.09495 -0.02960 -5.07241 268.42887
-43.00000 276.00000 50000.00000 -3602.00000 965194.79678 5.11838 -263.13913 268.25751 -4.15122 -1.12389 -0.03002 -5.30513 273.56264
-43.00000 277.00000 50000.00000 -3757.00000 965196.82876 7.15036 -259.92340 267.07376 -4.51019 -1.15556 -0.03044 -5.69619 272.76995
-43.00000 278.00000 50000.00000 -2801.00000 965195.17180 5.49340 -242.95878 248.45218 -5.10459 -1.19065 -0.03087 -6.32611 254.77829
-43.00000 279.00000 50000.00000 -2791.00000 965197.33485 7.65644 -242.24369 249.90013 -6.19585 -1.23027 -0.03131 -7.45742 257.35755
-43.00000 280.00000 50000.00000 -3391.00000 965196.73708 7.05867 -254.48401 261.54269 -7.83531 -1.27628 -0.03175 -9.14335 270.68603
-43.00000 281.00000 50000.00000 -3559.00000 965197.02420 7.34580 -258.04506 265.39086 -9.37346 -1.33216 -0.03220 -10.73782 276.12868
