# Synthetic point estimates of Moho depth (from CRUST1.0)
# Generated by sinthetic-crust1.ipynb on 12 February 2016 18:08:15 UTC
# Moho depth is given in meters.
# lat lon depth
-30.30000 -70.50000 51163.72188
-30.35000 -70.20000 55218.79255
-30.40000 -69.20000 60807.49087
-30.45000 -68.00000 55445.14908
-30.55000 -67.00000 46071.78632
-30.60000 -66.50000 39907.52427
-30.65000 -66.00000 36902.46932
-30.68000 -65.50000 35680.01116
-30.70000 -64.50000 36866.63601
-30.50000 -71.50000 39420.00000
-30.50000 -69.50000 60370.00000
-30.50000 -68.70000 58557.05542
-30.50000 -68.30000 56815.31133
-30.50000 -67.80000 54379.20428
-30.50000 -66.70000 41667.90808
-30.50000 -66.20000 37599.78679
-30.50000 -65.60000 35844.51143
-30.50000 -65.10000 35517.92486
-30.50000 -64.50000 36620.00000
-36.00000 -71.00000 50345.24121
-36.00000 -70.50000 53656.42822
-36.00000 -70.00000 50496.93084
-36.00000 -69.40000 39964.57219
-36.00000 -68.80000 35749.18815
-36.00000 -67.80000 34494.29415
-13.61000 -72.03000 63548.28186
-14.21000 -72.61000 63676.36210
-15.01000 -72.67000 54739.95446
-15.10000 -71.65000 66855.68039
-15.59000 -71.13000 67208.94446
-15.85000 -71.35000 59618.87284
-16.53000 -71.71000 38560.95612
-17.85000 -69.92000 48356.28889
-18.48000 -68.97000 55061.08518
-18.04000 -68.58000 56757.20051
-18.66000 -68.74000 56648.05105
-18.98000 -67.88000 57190.25295
-18.61000 -67.39000 62814.71636
-19.11000 -66.50000 63010.26558
-19.62000 -66.70000 64108.78805
-19.40000 -66.21000 62985.95537
-20.06000 -66.33000 66885.54749
-20.72000 -66.71000 69388.23032
-20.79000 -66.01000 67576.16622
-21.26000 -66.62000 69486.42823
-21.85000 -66.89000 63026.19269
-21.90000 -66.39000 63510.21685
-22.75000 -66.52000 56725.05686
-23.36000 -66.91000 55074.21831
-24.08000 -67.93000 53425.69339
-22.75000 -68.14000 64265.47685
-22.09000 -67.83000 63601.02806
-20.97000 -67.62000 64650.39170
-20.20000 -67.85000 60735.63999
-20.15000 -68.20000 59176.88951
-20.64000 -69.13000 56506.39005
-20.95000 -68.88000 59864.93268
-21.18000 -68.57000 62055.53946
-21.47000 -68.93000 59319.20132
-21.70000 -69.20000 52962.79353
-22.53000 -67.16000 59521.07578
-22.61000 -67.35000 60343.41506
-22.42000 -67.45000 61569.89318
-22.30000 -67.39000 61536.33982
-22.37000 -67.31000 60902.68262
-27.80000 -68.84000 56435.09631
-29.84000 -67.58000 47084.24733
-30.93000 -68.47000 55540.76086
-31.58000 -68.40000 53162.71325
-30.79000 -69.76000 58353.60267
-30.98000 -69.58000 58568.98618
-31.68000 -69.57000 58083.28301
-31.79000 -69.38000 57967.15156
-31.93000 -69.90000 57177.14023
-32.01000 -69.57000 57951.29312
-32.72000 -69.51000 54487.61981
-33.78000 -70.40000 40135.16664
-33.60000 -67.44000 43579.41299
-33.62000 -69.51000 44229.20490
-33.48000 -70.14000 42707.84426
-33.84000 -70.21000 41225.50635
-33.58000 -70.41000 40354.63124
-33.39000 -71.19000 34538.66131
-32.86000 -67.42000 44780.54693
-32.87000 -68.17000 50895.99737
-33.09000 -68.83000 51151.17604
-32.79000 -69.65000 53194.40748
-32.83000 -70.27000 46701.98854
-32.85000 -70.71000 41285.99359
-32.83000 -71.10000 36769.94188
-32.27000 -67.19000 45283.03934
-32.39000 -68.05000 50792.74511
-32.10000 -68.77000 55619.23128
-32.22000 -69.34000 57674.04412
-32.50000 -70.58000 44974.10856
-32.03000 -70.58000 48418.50727
-31.46000 -67.33000 50590.05794
-31.58000 -67.87000 51865.65124
-31.55000 -68.68000 54353.74148
-31.71000 -70.75000 47674.32249
-31.75000 -71.17000 38179.37211
-21.70000 -68.00000 62676.54302
-22.70000 -68.00000 64047.36710
-21.00000 -69.00000 58613.04657
-21.70000 -69.00000 55345.46965
-22.90000 -69.00000 47727.27854
-23.50000 -69.00000 49640.89586
-21.00000 -68.45000 61998.97615
-21.00000 -68.00000 62267.00087
-21.00000 -67.50000 65161.80842
-21.00000 -67.00000 67286.88856
-21.00000 -66.00000 66489.39231
-21.00000 -65.00000 50622.27163
-21.00000 -64.35000 39770.07480
-25.50000 -68.40000 61440.72381
-25.50000 -68.00000 62704.32255
-25.50000 -67.60000 61210.38842
-25.50000 -67.10000 57162.87555
-25.50000 -66.78000 53098.95915
-25.50000 -66.20000 45414.79537
-22.50000 -70.00000 30480.57427
-22.50000 -69.50000 33340.00000
-22.50000 -69.00000 47789.37471
-22.50000 -68.00000 64484.45491
-22.50000 -67.00000 58925.83764
-22.50000 -66.50000 57680.00000
-22.50000 -66.00000 57471.56515
-22.50000 -65.00000 46588.77247
-23.50000 -69.00000 49640.89586
-23.50000 -68.60000 59195.89957
-23.50000 -68.00000 58935.16049
-23.50000 -67.50000 52970.00000
-23.50000 -67.00000 53472.58228
-23.50000 -66.00000 53409.75847
-23.50000 -65.00000 42840.22988
-24.50000 -70.00000 37242.22033
-24.50000 -69.50000 35960.00000
-24.50000 -69.00000 45919.41606
-24.50000 -68.50000 54330.00000
-24.50000 -68.00000 52216.37064
-24.50000 -67.50000 47890.00000
-24.50000 -66.60000 54006.40581
-24.50000 -66.00000 48913.05138
-24.50000 -65.50000 42680.00000
-17.50000 -67.50000 58700.00000
-18.70000 -66.50000 62818.02667
-19.50000 -68.50000 61500.00000
-19.50000 -67.50000 56400.00000
-19.50000 -65.50000 56370.00000
-19.50000 -64.50000 48050.00000
-20.00000 -63.50000 42750.24794
-19.50000 -62.50000 34570.00000
-20.50000 -68.50000 60130.00000
-20.50000 -66.50000 69510.00000
-21.50000 -68.50000 62150.00000
-22.50000 -69.50000 33340.00000
-22.50000 -66.50000 57680.00000
-22.50000 -65.50000 54290.00000
-23.50000 -68.50000 60580.00000
-23.50000 -67.50000 52970.00000
-23.50000 -66.50000 56020.00000
-23.50000 -65.50000 47620.00000
-24.50000 -69.50000 35960.00000
-24.50000 -68.50000 54330.00000
-24.50000 -67.50000 47890.00000
-24.50000 -66.50000 53820.00000
-24.50000 -65.50000 42680.00000
-21.00000 -68.40000 62091.57144
-21.00000 -64.50000 40717.27836
-21.00000 -63.50000 38368.90298
-23.00000 -68.40000 63309.87265
-24.00000 -67.50000 49059.46267
-39.00000 -72.40000 37175.91186
-39.00000 -71.80000 39064.57799
-39.00000 -70.80000 38331.82280
-39.00000 -70.50000 37048.62611
-39.00000 -70.00000 35675.84394
-39.00000 -69.60000 35081.28283
-39.00000 -68.70000 34908.76233
